Deck,Count,Share,Score,Win_Percentage,Deck_links
Crabominable ex Greninja,4,0.03%,8 - 11 - 2,38.10%,/decks/crabominable-ex-a3-greninja-a1?game=POCKET&format=standard&set=A3a
Alolan Dugtrio ex Skarmory,4,0.03%,3 - 5 - 0,37.50%,/decks/alolan-dugtrio-ex-a3a-skarmory-a2?game=POCKET&format=standard&set=A3a
Luxray Zeraora,4,0.03%,5 - 9 - 0,35.71%,/decks/luxray-zeraora-a3a?game=POCKET&format=standard&set=A3a
Lucario ex Passimian ex,4,0.03%,8 - 15 - 0,34.78%,/decks/lucario-ex-a2b-passimian-ex-a3?game=POCKET&format=standard&set=A3a
Buzzwole ex Serperior,4,0.03%,4 - 8 - 0,33.33%,/decks/buzzwole-ex-a3a-serperior-a1a?game=POCKET&format=standard&set=A3a
Luxray Tapu Koko ex,4,0.03%,7 - 13 - 1,33.33%,/decks/luxray-a2-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Arceus ex Heatran,4,0.03%,3 - 7 - 0,30.00%,/decks/arceus-ex-heatran-a2a?game=POCKET&format=standard&set=A3a
Stoutland,4,0.03%,3 - 8 - 0,27.27%,/decks/stoutland-a3a?game=POCKET&format=standard&set=A3a
Toucannon Rampardos,4,0.03%,4 - 11 - 0,26.67%,/decks/toucannon-a3-rampardos-a2?game=POCKET&format=standard&set=A3a
Stoutland Silvally,4,0.03%,4 - 16 - 0,20.00%,/decks/stoutland-silvally-a3a?game=POCKET&format=standard&set=A3a
Pawmot Oricorio,4,0.03%,2 - 7 - 1,20.00%,/decks/pawmot-a2b-oricorio-a3?game=POCKET&format=standard&set=A3a
Garchomp Rampardos,4,0.03%,1 - 5 - 0,16.67%,/decks/garchomp-rampardos-a2?game=POCKET&format=standard&set=A3a
Rayquaza ex Stoutland,3,0.03%,3 - 1 - 0,75.00%,/decks/rayquaza-ex-p-a-stoutland-a3a?game=POCKET&format=standard&set=A3a
Crobat Darkrai ex,3,0.03%,10 - 5 - 0,66.67%,/decks/crobat-a2a-darkrai-ex-a2?game=POCKET&format=standard&set=A3a
Togekiss Tapu Lele,3,0.03%,10 - 7 - 0,58.82%,/decks/togekiss-a2-tapu-lele-a3?game=POCKET&format=standard&set=A3a
Lycanroc ex Lycanroc,3,0.03%,7 - 5 - 0,58.33%,/decks/lycanroc-ex-a3a-lycanroc-a3?game=POCKET&format=standard&set=A3a
Lycanroc ex Silvally,3,0.03%,8 - 6 - 0,57.14%,/decks/lycanroc-ex-silvally-a3a?game=POCKET&format=standard&set=A3a
Magnezone Arceus ex,3,0.03%,6 - 5 - 0,54.55%,/decks/magnezone-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A3a
Alolan Raichu ex Guzzlord ex,3,0.03%,6 - 3 - 2,54.55%,/decks/alolan-raichu-ex-a3-guzzlord-ex-a3a?game=POCKET&format=standard&set=A3a
Tsareena Meowscarada,3,0.03%,7 - 6 - 0,53.85%,/decks/tsareena-a3-meowscarada-a2b?game=POCKET&format=standard&set=A3a
Decidueye Meowscarada,3,0.03%,9 - 9 - 0,50.00%,/decks/decidueye-a3a-meowscarada-a2b?game=POCKET&format=standard&set=A3a
Gallade ex Pidgeot,3,0.03%,7 - 7 - 0,50.00%,/decks/gallade-ex-a2-pidgeot-a1?game=POCKET&format=standard&set=A3a
Gengar Stoutland,3,0.03%,7 - 8 - 0,46.67%,/decks/gengar-a2a-stoutland-a3a?game=POCKET&format=standard&set=A3a
Dragonite ex Oricorio,3,0.03%,5 - 6 - 0,45.45%,/decks/dragonite-ex-a3b-oricorio-a3?game=POCKET&format=standard&set=A3a
Magnezone Snorlax,3,0.03%,8 - 10 - 0,44.44%,/decks/magnezone-a2-snorlax-a2a?game=POCKET&format=standard&set=A3a
Dialga ex Mew ex,3,0.03%,7 - 9 - 0,43.75%,/decks/dialga-ex-a2-mew-ex-a1a?game=POCKET&format=standard&set=A3a
Arceus ex Greninja,3,0.03%,6 - 8 - 0,42.86%,/decks/arceus-ex-a2a-greninja-a1?game=POCKET&format=standard&set=A3a
Alolan Exeggutor Tsareena,3,0.03%,6 - 8 - 0,42.86%,/decks/alolan-exeggutor-tsareena-a3?game=POCKET&format=standard&set=A3a
Tapu Koko ex Mew ex,3,0.03%,8 - 11 - 0,42.11%,/decks/tapu-koko-ex-a3a-mew-ex-a1a?game=POCKET&format=standard&set=A3a
Ultra Necrozma ex Silvally,3,0.03%,5 - 7 - 0,41.67%,/decks/ultra-necrozma-ex-p-a-silvally-a3a?game=POCKET&format=standard&set=A3a
Ninetales Blacephalon,3,0.03%,5 - 7 - 0,41.67%,/decks/ninetales-a1-blacephalon-a3a?game=POCKET&format=standard&set=A3a
Garchomp ex Stoutland,3,0.03%,7 - 10 - 0,41.18%,/decks/garchomp-ex-a2a-stoutland-a3a?game=POCKET&format=standard&set=A3a
Fan Rotom,3,0.03%,4 - 6 - 0,40.00%,/decks/fan-rotom-a2?game=POCKET&format=standard&set=A3a
Gengar ex Dusknoir,3,0.03%,6 - 9 - 0,40.00%,/decks/gengar-ex-a1-dusknoir-a2?game=POCKET&format=standard&set=A3a
Garchomp ex Garchomp,3,0.03%,5 - 8 - 0,38.46%,/decks/garchomp-ex-a2a-garchomp-a2?game=POCKET&format=standard&set=A3a
Charizard ex Greninja,3,0.03%,3 - 5 - 0,37.50%,/decks/charizard-ex-a2b-greninja-a1?game=POCKET&format=standard&set=A3a
Stoutland Guzzlord ex,3,0.03%,5 - 8 - 1,35.71%,/decks/stoutland-guzzlord-ex-a3a?game=POCKET&format=standard&set=A3a
Charizard ex Salazzle,3,0.03%,5 - 9 - 0,35.71%,/decks/charizard-ex-a2b-salazzle-a3?game=POCKET&format=standard&set=A3a
Arceus ex Raichu,3,0.03%,6 - 10 - 1,35.29%,/decks/arceus-ex-raichu-a2a?game=POCKET&format=standard&set=A3a
Incineroar ex Wigglytuff,3,0.03%,3 - 6 - 0,33.33%,/decks/incineroar-ex-a3-wigglytuff-a2b?game=POCKET&format=standard&set=A3a
Greninja Palkia ex,3,0.03%,4 - 8 - 0,33.33%,/decks/greninja-a1-palkia-ex-a2?game=POCKET&format=standard&set=A3a
Palkia ex Origin Forme Palkia,3,0.03%,2 - 4 - 0,33.33%,/decks/palkia-ex-a2-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A3a
Gyarados ex Gyarados,3,0.03%,4 - 8 - 0,33.33%,/decks/gyarados-ex-a1a-gyarados-a1?game=POCKET&format=standard&set=A3a
Palkia ex Vaporeon,3,0.03%,5 - 10 - 1,31.25%,/decks/palkia-ex-a2-vaporeon-a1a?game=POCKET&format=standard&set=A3a
Arceus ex Alolan Raichu ex,3,0.03%,4 - 8 - 1,30.77%,/decks/arceus-ex-a2a-alolan-raichu-ex-a3?game=POCKET&format=standard&set=A3a
Guzzlord ex Greninja,3,0.03%,4 - 9 - 0,30.77%,/decks/guzzlord-ex-a3a-greninja-a1?game=POCKET&format=standard&set=A3a
Incineroar ex Blacephalon,3,0.03%,4 - 9 - 0,30.77%,/decks/incineroar-ex-a3-blacephalon-a3a?game=POCKET&format=standard&set=A3a
Crobat Arceus ex,3,0.03%,3 - 8 - 0,27.27%,/decks/crobat-arceus-ex-a2a?game=POCKET&format=standard&set=A3a
Rampardos Lucario,3,0.03%,3 - 9 - 0,25.00%,/decks/rampardos-lucario-a2?game=POCKET&format=standard&set=A3a
Scolipede Nihilego,3,0.03%,3 - 9 - 0,25.00%,/decks/scolipede-a1a-nihilego-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Mewtwo ex,3,0.03%,2 - 6 - 0,25.00%,/decks/giratina-ex-a2b-mewtwo-ex-a1?game=POCKET&format=standard&set=A3a
Tapu Koko ex Zapdos ex,3,0.03%,3 - 8 - 1,25.00%,/decks/tapu-koko-ex-a3a-zapdos-ex-a1?game=POCKET&format=standard&set=A3a
Alolan Exeggutor Rampardos,3,0.03%,2 - 9 - 0,18.18%,/decks/alolan-exeggutor-a3-rampardos-a2?game=POCKET&format=standard&set=A3a
Glaceon ex Crabominable ex,3,0.03%,2 - 10 - 0,16.67%,/decks/glaceon-ex-a2a-crabominable-ex-a3?game=POCKET&format=standard&set=A3a
Paldean Clodsire ex Darkrai ex,3,0.03%,1 - 5 - 0,16.67%,/decks/paldean-clodsire-ex-a2b-darkrai-ex-a2?game=POCKET&format=standard&set=A3a
Mimikyu Tapu Lele,3,0.03%,1 - 6 - 0,14.29%,/decks/mimikyu-tapu-lele-a3?game=POCKET&format=standard&set=A3a
Starmie ex Articuno ex,3,0.03%,1 - 6 - 0,14.29%,/decks/starmie-ex-articuno-ex-a1?game=POCKET&format=standard&set=A3a
Incineroar ex Moltres ex,3,0.03%,0 - 9 - 0,0.00%,/decks/incineroar-ex-a3-moltres-ex-a1?game=POCKET&format=standard&set=A3a
Articuno ex,3,0.03%,0 - 6 - 0,0.00%,/decks/articuno-ex-a1?game=POCKET&format=standard&set=A3a
Uxie Mesprit,3,0.03%,0 - 5 - 0,0.00%,/decks/uxie-mesprit-a2?game=POCKET&format=standard&set=A3a
Incineroar ex Flareon,2,0.02%,9 - 4 - 0,69.23%,/decks/incineroar-ex-a3-flareon-a3b?game=POCKET&format=standard&set=A3a
Giratina ex Gengar,2,0.02%,9 - 4 - 0,69.23%,/decks/giratina-ex-a2b-gengar-a1?game=POCKET&format=standard&set=A3a
Mismagius ex Giratina ex,2,0.02%,4 - 2 - 0,66.67%,/decks/mismagius-ex-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Silvally Pikachu ex,2,0.02%,6 - 3 - 0,66.67%,/decks/silvally-a3a-pikachu-ex-a2b?game=POCKET&format=standard&set=A3a
Snorlax,2,0.02%,7 - 4 - 0,63.64%,/decks/snorlax-a2a?game=POCKET&format=standard&set=A3a
Celesteela Dusk Mane Necrozma,2,0.02%,10 - 6 - 0,62.50%,/decks/celesteela-a3a-dusk-mane-necrozma-p-a?game=POCKET&format=standard&set=A3a
Decidueye Beedrill ex,2,0.02%,3 - 2 - 0,60.00%,/decks/decidueye-a3a-beedrill-ex-a2b?game=POCKET&format=standard&set=A3a
Gallade ex,2,0.02%,7 - 4 - 1,58.33%,/decks/gallade-ex-a2?game=POCKET&format=standard&set=A3a
Gallade ex Passimian,2,0.02%,4 - 3 - 0,57.14%,/decks/gallade-ex-a2-passimian-a3a?game=POCKET&format=standard&set=A3a
Sylveon ex Greninja,2,0.02%,6 - 4 - 1,54.55%,/decks/sylveon-ex-a3b-greninja-a1?game=POCKET&format=standard&set=A3a
Infernape ex Shiinotic,2,0.02%,6 - 5 - 0,54.55%,/decks/infernape-ex-a2-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Arcanine ex Turtonator,2,0.02%,6 - 5 - 0,54.55%,/decks/arcanine-ex-a1-turtonator-a3?game=POCKET&format=standard&set=A3a
Guzzlord ex Darkrai ex,2,0.02%,7 - 6 - 0,53.85%,/decks/guzzlord-ex-a3a-darkrai-ex-a2?game=POCKET&format=standard&set=A3a
Snorlax ex Greninja,2,0.02%,6 - 6 - 0,50.00%,/decks/snorlax-ex-a3b-greninja-a1?game=POCKET&format=standard&set=A3a
Eevee ex Sylveon ex,2,0.02%,2 - 2 - 0,50.00%,/decks/eevee-ex-sylveon-ex-a3b?game=POCKET&format=standard&set=A3a
Dusk Mane Necrozma Stakataka,2,0.02%,7 - 7 - 0,50.00%,/decks/dusk-mane-necrozma-p-a-stakataka-a3a?game=POCKET&format=standard&set=A3a
Weezing Guzzlord ex,2,0.02%,4 - 4 - 0,50.00%,/decks/weezing-a1-guzzlord-ex-a3a?game=POCKET&format=standard&set=A3a
Zapdos ex Tapu Koko ex,2,0.02%,6 - 7 - 0,46.15%,/decks/zapdos-ex-a1-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Passimian ex Lycanroc ex,2,0.02%,6 - 7 - 0,46.15%,/decks/passimian-ex-a3-lycanroc-ex-a3a?game=POCKET&format=standard&set=A3a
Golem Shaymin,2,0.02%,5 - 5 - 1,45.45%,/decks/golem-a1a-shaymin-a2?game=POCKET&format=standard&set=A3a
Gengar ex Sylveon ex,2,0.02%,5 - 6 - 0,45.45%,/decks/gengar-ex-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A3a
Starmie ex Alolan Sandslash,2,0.02%,5 - 6 - 0,45.45%,/decks/starmie-ex-a1-alolan-sandslash-a3?game=POCKET&format=standard&set=A3a
Greninja Floatzel,2,0.02%,5 - 6 - 0,45.45%,/decks/greninja-a1-floatzel-p-a?game=POCKET&format=standard&set=A3a
Tsareena Shiinotic,2,0.02%,5 - 6 - 0,45.45%,/decks/tsareena-a3-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Primarina Crabominable ex,2,0.02%,4 - 5 - 0,44.44%,/decks/primarina-crabominable-ex-a3?game=POCKET&format=standard&set=A3a
Dialga ex Silvally,2,0.02%,4 - 5 - 0,44.44%,/decks/dialga-ex-a2-silvally-a3a?game=POCKET&format=standard&set=A3a
Decidueye Pheromosa,2,0.02%,4 - 5 - 0,44.44%,/decks/decidueye-pheromosa-a3a?game=POCKET&format=standard&set=A3a
Infernape ex Celesteela,2,0.02%,3 - 4 - 0,42.86%,/decks/infernape-ex-a2-celesteela-a3a?game=POCKET&format=standard&set=A3a
Decidueye ex Tsareena,2,0.02%,3 - 4 - 0,42.86%,/decks/decidueye-ex-tsareena-a3?game=POCKET&format=standard&set=A3a
Beedrill ex,2,0.02%,3 - 4 - 0,42.86%,/decks/beedrill-ex-a2b?game=POCKET&format=standard&set=A3a
Heracross,2,0.02%,3 - 4 - 0,42.86%,/decks/heracross-a2a?game=POCKET&format=standard&set=A3a
Paldean Clodsire ex Arbok,2,0.02%,3 - 4 - 0,42.86%,/decks/paldean-clodsire-ex-a2b-arbok-a1?game=POCKET&format=standard&set=A3a
Dragonite Druddigon,2,0.02%,5 - 7 - 0,41.67%,/decks/dragonite-a1-druddigon-a1a?game=POCKET&format=standard&set=A3a
Stoutland Bewear,2,0.02%,5 - 7 - 0,41.67%,/decks/stoutland-bewear-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Crobat,2,0.02%,5 - 7 - 0,41.67%,/decks/giratina-ex-a2b-crobat-a2a?game=POCKET&format=standard&set=A3a
Stoutland Zeraora,2,0.02%,5 - 6 - 1,41.67%,/decks/stoutland-zeraora-a3a?game=POCKET&format=standard&set=A3a
Palkia ex,2,0.02%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2?game=POCKET&format=standard&set=A3a
Magnezone Rayquaza ex,2,0.02%,2 - 3 - 0,40.00%,/decks/magnezone-a2-rayquaza-ex-p-a?game=POCKET&format=standard&set=A3a
Garchomp Silvally,2,0.02%,4 - 6 - 0,40.00%,/decks/garchomp-a2-silvally-a3a?game=POCKET&format=standard&set=A3a
Solgaleo ex Escavalier,2,0.02%,4 - 6 - 0,40.00%,/decks/solgaleo-ex-escavalier-a3?game=POCKET&format=standard&set=A3a
Stoutland Gallade ex,2,0.02%,4 - 6 - 0,40.00%,/decks/stoutland-a3a-gallade-ex-a2?game=POCKET&format=standard&set=A3a
Dragonite Zeraora,2,0.02%,4 - 6 - 0,40.00%,/decks/dragonite-a1-zeraora-a3a?game=POCKET&format=standard&set=A3a
Arceus ex Snorlax,2,0.02%,4 - 6 - 0,40.00%,/decks/arceus-ex-snorlax-a2a?game=POCKET&format=standard&set=A3a
Solgaleo ex Magearna,2,0.02%,4 - 6 - 0,40.00%,/decks/solgaleo-ex-magearna-a3?game=POCKET&format=standard&set=A3a
Rampardos Lycanroc,2,0.02%,5 - 8 - 0,38.46%,/decks/rampardos-a2-lycanroc-a3?game=POCKET&format=standard&set=A3a
Blastoise ex Primarina,2,0.02%,5 - 8 - 0,38.46%,/decks/blastoise-ex-a1-primarina-a3?game=POCKET&format=standard&set=A3a
Solgaleo ex Stoutland,2,0.02%,3 - 5 - 0,37.50%,/decks/solgaleo-ex-a3-stoutland-a3a?game=POCKET&format=standard&set=A3a
Flareon ex Eevee ex,2,0.02%,3 - 5 - 0,37.50%,/decks/flareon-ex-eevee-ex-a3b?game=POCKET&format=standard&set=A3a
Darkrai ex Umbreon,2,0.02%,3 - 5 - 0,37.50%,/decks/darkrai-ex-a2-umbreon-a3b?game=POCKET&format=standard&set=A3a
Tapu Koko ex Luxray,2,0.02%,3 - 4 - 1,37.50%,/decks/tapu-koko-ex-luxray-a3a?game=POCKET&format=standard&set=A3a
Mew ex Giratina ex,2,0.02%,3 - 5 - 0,37.50%,/decks/mew-ex-a1a-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Celebi ex Buzzwole ex,2,0.02%,3 - 5 - 0,37.50%,/decks/celebi-ex-a1a-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Serperior Celebi ex,2,0.02%,4 - 7 - 0,36.36%,/decks/serperior-celebi-ex-a1a?game=POCKET&format=standard&set=A3a
Paldean Clodsire ex Weezing,2,0.02%,2 - 4 - 0,33.33%,/decks/paldean-clodsire-ex-a2b-weezing-a1a?game=POCKET&format=standard&set=A3a
Scolipede Darkrai ex,2,0.02%,4 - 8 - 0,33.33%,/decks/scolipede-a1a-darkrai-ex-a2?game=POCKET&format=standard&set=A3a
Giratina ex Dusknoir,2,0.02%,3 - 6 - 0,33.33%,/decks/giratina-ex-a2b-dusknoir-a2?game=POCKET&format=standard&set=A3a
Guzzlord ex Paldean Clodsire ex,2,0.02%,2 - 4 - 0,33.33%,/decks/guzzlord-ex-a3a-paldean-clodsire-ex-a2b?game=POCKET&format=standard&set=A3a
Darkrai ex Toxicroak,2,0.02%,3 - 6 - 0,33.33%,/decks/darkrai-ex-a2-toxicroak-a2a?game=POCKET&format=standard&set=A3a
Rampardos Passimian,2,0.02%,3 - 6 - 0,33.33%,/decks/rampardos-a2-passimian-a3a?game=POCKET&format=standard&set=A3a
Gallade ex Glameow,2,0.02%,2 - 4 - 0,33.33%,/decks/gallade-ex-glameow-a2?game=POCKET&format=standard&set=A3a
Garchomp ex Aerodactyl ex,2,0.02%,2 - 4 - 0,33.33%,/decks/garchomp-ex-a2a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A3a
Rampardos Ditto,2,0.02%,2 - 4 - 0,33.33%,/decks/rampardos-a2-ditto-a1?game=POCKET&format=standard&set=A3a
Lucario Passimian,2,0.02%,2 - 5 - 0,28.57%,/decks/lucario-a2-passimian-a3a?game=POCKET&format=standard&set=A3a
Wigglytuff Greninja,2,0.02%,2 - 5 - 0,28.57%,/decks/wigglytuff-a2b-greninja-a1?game=POCKET&format=standard&set=A3a
Toucannon Tapu Lele,2,0.02%,2 - 5 - 0,28.57%,/decks/toucannon-p-a-tapu-lele-a3?game=POCKET&format=standard&set=A3a
Decidueye ex Greninja,2,0.02%,2 - 5 - 0,28.57%,/decks/decidueye-ex-a3-greninja-a1?game=POCKET&format=standard&set=A3a
Dragonite Oricorio,2,0.02%,2 - 5 - 0,28.57%,/decks/dragonite-a1-oricorio-a3?game=POCKET&format=standard&set=A3a
Ultra Necrozma ex Giratina ex,2,0.02%,2 - 5 - 0,28.57%,/decks/ultra-necrozma-ex-p-a-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Arceus ex Giratina ex,2,0.02%,3 - 6 - 2,27.27%,/decks/arceus-ex-a2a-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Arceus ex Buzzwole ex,2,0.02%,3 - 8 - 0,27.27%,/decks/arceus-ex-a2a-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Luxray Pikachu ex,2,0.02%,1 - 3 - 0,25.00%,/decks/luxray-a2-pikachu-ex-a2b?game=POCKET&format=standard&set=A3a
Togekiss Giratina ex,2,0.02%,1 - 3 - 0,25.00%,/decks/togekiss-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Guzzlord ex Toxicroak,2,0.02%,1 - 3 - 0,25.00%,/decks/guzzlord-ex-a3a-toxicroak-a2a?game=POCKET&format=standard&set=A3a
Weavile ex Giratina ex,2,0.02%,1 - 3 - 0,25.00%,/decks/weavile-ex-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Eevee,2,0.02%,2 - 5 - 1,25.00%,/decks/eevee-a1a?game=POCKET&format=standard&set=A3a
Meowscarada,2,0.02%,1 - 3 - 0,25.00%,/decks/meowscarada-a2b?game=POCKET&format=standard&set=A3a
Decidueye Celebi ex,2,0.02%,1 - 3 - 0,25.00%,/decks/decidueye-a3a-celebi-ex-a1a?game=POCKET&format=standard&set=A3a
Toucannon Silvally,2,0.02%,2 - 4 - 2,25.00%,/decks/toucannon-p-a-silvally-a3a?game=POCKET&format=standard&set=A3a
Palkia ex Glaceon ex,2,0.02%,2 - 6 - 1,22.22%,/decks/palkia-ex-a2-glaceon-ex-a2a?game=POCKET&format=standard&set=A3a
Ninetales Rapidash,2,0.02%,2 - 7 - 0,22.22%,/decks/ninetales-a1-rapidash-a1a?game=POCKET&format=standard&set=A3a
Primarina ex Primarina,2,0.02%,2 - 7 - 0,22.22%,/decks/primarina-ex-a3b-primarina-a3?game=POCKET&format=standard&set=A3a
Empoleon Articuno ex,2,0.02%,2 - 7 - 0,22.22%,/decks/empoleon-a2-articuno-ex-a1?game=POCKET&format=standard&set=A3a
Passimian ex Golem,2,0.02%,2 - 7 - 0,22.22%,/decks/passimian-ex-a3-golem-a1a?game=POCKET&format=standard&set=A3a
Lucario ex Primeape,2,0.02%,2 - 7 - 0,22.22%,/decks/lucario-ex-a2b-primeape-a1?game=POCKET&format=standard&set=A3a
Infernape ex Kangaskhan,2,0.02%,2 - 8 - 0,20.00%,/decks/infernape-ex-a2-kangaskhan-a1?game=POCKET&format=standard&set=A3a
Weezing Nihilego,2,0.02%,1 - 4 - 0,20.00%,/decks/weezing-a1-nihilego-a3a?game=POCKET&format=standard&set=A3a
Wugtrio ex Palkia ex,2,0.02%,1 - 4 - 0,20.00%,/decks/wugtrio-ex-a2b-palkia-ex-a2?game=POCKET&format=standard&set=A3a
Lycanroc Silvally,2,0.02%,1 - 4 - 0,20.00%,/decks/lycanroc-a3-silvally-a3a?game=POCKET&format=standard&set=A3a
Solgaleo ex Excadrill,2,0.02%,1 - 4 - 0,20.00%,/decks/solgaleo-ex-excadrill-a3?game=POCKET&format=standard&set=A3a
Greninja Articuno ex,2,0.02%,1 - 4 - 0,20.00%,/decks/greninja-articuno-ex-a1?game=POCKET&format=standard&set=A3a
Silvally Pyukumuku,2,0.02%,1 - 4 - 0,20.00%,/decks/silvally-a3a-pyukumuku-a3?game=POCKET&format=standard&set=A3a
Pikachu ex,2,0.02%,1 - 5 - 0,16.67%,/decks/pikachu-ex-a1?game=POCKET&format=standard&set=A3a
Pidgeot ex Pidgeot,2,0.02%,1 - 5 - 0,16.67%,/decks/pidgeot-ex-a1a-pidgeot-a1?game=POCKET&format=standard&set=A3a
Darkrai ex Magnezone,2,0.02%,1 - 5 - 0,16.67%,/decks/darkrai-ex-magnezone-a2?game=POCKET&format=standard&set=A3a
Decidueye ex Kartana,2,0.02%,1 - 6 - 0,14.29%,/decks/decidueye-ex-a3-kartana-a3a?game=POCKET&format=standard&set=A3a
Wigglytuff Primarina,2,0.02%,1 - 6 - 0,14.29%,/decks/wigglytuff-a2b-primarina-a3?game=POCKET&format=standard&set=A3a
Banette Mewtwo ex,2,0.02%,1 - 6 - 0,14.29%,/decks/banette-a3-mewtwo-ex-a1?game=POCKET&format=standard&set=A3a
Giratina ex Alakazam,2,0.02%,1 - 6 - 1,12.50%,/decks/giratina-ex-a2b-alakazam-a1?game=POCKET&format=standard&set=A3a
Toucannon Silvally,2,0.02%,1 - 6 - 1,12.50%,/decks/toucannon-a3-silvally-a3a?game=POCKET&format=standard&set=A3a
Alakazam Sigilyph,2,0.02%,0 - 3 - 0,0.00%,/decks/alakazam-a1-sigilyph-a1a?game=POCKET&format=standard&set=A3a
Lucario Lycanroc,2,0.02%,0 - 4 - 0,0.00%,/decks/lucario-a2-lycanroc-a3?game=POCKET&format=standard&set=A3a
Gengar Silvally,2,0.02%,0 - 4 - 0,0.00%,/decks/gengar-a1-silvally-a3a?game=POCKET&format=standard&set=A3a
Buzzwole ex Silvally,2,0.02%,0 - 4 - 0,0.00%,/decks/buzzwole-ex-silvally-a3a?game=POCKET&format=standard&set=A3a
Alolan Dugtrio ex Wormadam,2,0.02%,0 - 4 - 0,0.00%,/decks/alolan-dugtrio-ex-a3a-wormadam-a2?game=POCKET&format=standard&set=A3a
Blastoise ex Stoutland,2,0.02%,0 - 3 - 0,0.00%,/decks/blastoise-ex-a1-stoutland-a3a?game=POCKET&format=standard&set=A3a
Rampardos Farfetch'd,2,0.02%,0 - 5 - 0,0.00%,/decks/rampardos-a2-farfetchd-a1?game=POCKET&format=standard&set=A3a
Magnezone Sylveon ex,2,0.02%,0 - 3 - 0,0.00%,/decks/magnezone-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A3a
Venusaur ex Butterfree,2,0.02%,0 - 3 - 0,0.00%,/decks/venusaur-ex-butterfree-a1?game=POCKET&format=standard&set=A3a
Decidueye ex Buzzwole ex,2,0.02%,0 - 1 - 0,0.00%,/decks/decidueye-ex-a3-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Scolipede Toxicroak,2,0.02%,0 - 5 - 0,0.00%,/decks/scolipede-a1a-toxicroak-a2a?game=POCKET&format=standard&set=A3a
Rayquaza ex Regigigas,1,0.01%,2 - 0 - 0,100.00%,/decks/rayquaza-ex-p-a-regigigas-a2?game=POCKET&format=standard&set=A3a
Mewtwo ex,1,0.01%,6 - 0 - 0,100.00%,/decks/mewtwo-ex-a1?game=POCKET&format=standard&set=A3a
Sylveon ex Espeon,1,0.01%,6 - 2 - 0,75.00%,/decks/sylveon-ex-espeon-a3b?game=POCKET&format=standard&set=A3a
Gyarados ex Palkia ex,1,0.01%,4 - 2 - 0,66.67%,/decks/gyarados-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A3a
Incineroar ex Incineroar,1,0.01%,2 - 1 - 0,66.67%,/decks/incineroar-ex-a3-incineroar-a3b?game=POCKET&format=standard&set=A3a
Exeggutor ex Arceus ex,1,0.01%,4 - 2 - 0,66.67%,/decks/exeggutor-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A3a
Lycanroc ex Medicham,1,0.01%,2 - 1 - 0,66.67%,/decks/lycanroc-ex-medicham-a3a?game=POCKET&format=standard&set=A3a
Incineroar ex Torkoal,1,0.01%,4 - 2 - 0,66.67%,/decks/incineroar-ex-a3-torkoal-a3b?game=POCKET&format=standard&set=A3a
Rampardos Sudowoodo,1,0.01%,4 - 2 - 0,66.67%,/decks/rampardos-a2-sudowoodo-a2a?game=POCKET&format=standard&set=A3a
Arbok Naganadel,1,0.01%,4 - 2 - 0,66.67%,/decks/arbok-a1-naganadel-a3a?game=POCKET&format=standard&set=A3a
Ninetales Silvally,1,0.01%,4 - 2 - 0,66.67%,/decks/ninetales-a1-silvally-a3a?game=POCKET&format=standard&set=A3a
Golem Hitmonchan,1,0.01%,5 - 3 - 0,62.50%,/decks/golem-a1a-hitmonchan-a1?game=POCKET&format=standard&set=A3a
Giratina ex Buzzwole ex,1,0.01%,5 - 3 - 0,62.50%,/decks/giratina-ex-a2b-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Silvally Zapdos ex,1,0.01%,5 - 3 - 0,62.50%,/decks/silvally-a3a-zapdos-ex-a1?game=POCKET&format=standard&set=A3a
Gengar Mewtwo ex,1,0.01%,5 - 3 - 0,62.50%,/decks/gengar-mewtwo-ex-a1?game=POCKET&format=standard&set=A3a
Charizard ex Ninetales,1,0.01%,5 - 3 - 0,62.50%,/decks/charizard-ex-a2b-ninetales-a1?game=POCKET&format=standard&set=A3a
