Deck,Count,Share,Score,Win_Percentage,Deck_links
Venusaur ex Celebi ex,15,0.03%,21 - 38 - 1,35.00%,/decks/venusaur-ex-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Marowak ex Farfetch'd,14,0.03%,35 - 30 - 2,52.24%,/decks/marowak-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Greninja Exeggutor ex,14,0.03%,32 - 33 - 0,49.23%,/decks/greninja-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Articuno ex Gyarados ex,14,0.03%,30 - 35 - 0,46.15%,/decks/articuno-ex-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Sigilyph,14,0.03%,24 - 33 - 0,42.11%,/decks/pidgeot-ex-sigilyph-a1a?game=POCKET&format=standard&set=A1a
Alakazam Sigilyph,14,0.03%,27 - 43 - 0,38.57%,/decks/alakazam-a1-sigilyph-a1a?game=POCKET&format=standard&set=A1a
Moltres ex Charizard ex,14,0.03%,19 - 30 - 1,38.00%,/decks/moltres-ex-charizard-ex-a1?game=POCKET&format=standard&set=A1a
Moltres ex Rapidash,14,0.03%,18 - 31 - 1,36.00%,/decks/moltres-ex-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Serperior Venusaur ex,13,0.03%,37 - 40 - 0,48.05%,/decks/serperior-a1a-venusaur-ex-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Zebstrika,13,0.03%,27 - 33 - 0,45.00%,/decks/zapdos-ex-zebstrika-a1?game=POCKET&format=standard&set=A1a
Gyarados ex,13,0.03%,25 - 33 - 0,43.10%,/decks/gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Florges Clefable,13,0.03%,31 - 42 - 0,42.47%,/decks/florges-a1a-clefable-a1?game=POCKET&format=standard&set=A1a
Golem Farfetch'd,13,0.03%,20 - 28 - 2,40.00%,/decks/golem-a1a-farfetchd-a1?game=POCKET&format=standard&set=A1a
Greninja Omastar,13,0.03%,19 - 30 - 1,38.00%,/decks/greninja-omastar-a1?game=POCKET&format=standard&set=A1a
Starmie ex Omastar,13,0.03%,18 - 32 - 0,36.00%,/decks/starmie-ex-omastar-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Raichu,12,0.02%,32 - 29 - 0,52.46%,/decks/zapdos-ex-raichu-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Lumineon,12,0.02%,33 - 37 - 0,47.14%,/decks/gyarados-ex-lumineon-a1a?game=POCKET&format=standard&set=A1a
Machamp ex Marshadow,12,0.02%,26 - 29 - 1,46.43%,/decks/machamp-ex-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Marowak ex Mew ex,12,0.02%,25 - 31 - 0,44.64%,/decks/marowak-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Articuno ex Omastar,12,0.02%,21 - 33 - 0,38.89%,/decks/articuno-ex-omastar-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Chatot,12,0.02%,18 - 30 - 0,37.50%,/decks/blastoise-ex-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Golem Chatot,12,0.02%,17 - 35 - 0,32.69%,/decks/golem-chatot-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Victreebel,12,0.02%,14 - 30 - 0,31.82%,/decks/pidgeot-ex-a1a-victreebel-a1?game=POCKET&format=standard&set=A1a
Mew ex Arbok,12,0.02%,15 - 35 - 0,30.00%,/decks/mew-ex-a1a-arbok-a1?game=POCKET&format=standard&set=A1a
Dragonite Chatot,12,0.02%,12 - 29 - 0,29.27%,/decks/dragonite-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Kingler Greninja,11,0.02%,18 - 19 - 0,48.65%,/decks/kingler-greninja-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Jolteon,11,0.02%,20 - 22 - 0,47.62%,/decks/pidgeot-ex-a1a-jolteon-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Golem,11,0.02%,21 - 25 - 1,44.68%,/decks/aerodactyl-ex-golem-a1a?game=POCKET&format=standard&set=A1a
Greninja Salazzle,11,0.02%,16 - 21 - 0,43.24%,/decks/greninja-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Scolipede Arbok,11,0.02%,22 - 30 - 0,42.31%,/decks/scolipede-a1a-arbok-a1?game=POCKET&format=standard&set=A1a
Raichu Pikachu ex,11,0.02%,16 - 25 - 0,39.02%,/decks/raichu-pikachu-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Farfetch'd,11,0.02%,15 - 27 - 1,34.88%,/decks/pidgeot-ex-a1a-farfetchd-a1?game=POCKET&format=standard&set=A1a
Mew ex Hitmonlee,11,0.02%,17 - 32 - 0,34.69%,/decks/mew-ex-a1a-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Weezing Mew ex,11,0.02%,11 - 23 - 2,30.56%,/decks/weezing-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Mew ex,11,0.02%,9 - 24 - 5,23.68%,/decks/wigglytuff-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Primeape,10,0.02%,26 - 20 - 1,55.32%,/decks/pidgeot-ex-primeape-a1a?game=POCKET&format=standard&set=A1a
Gengar ex Beheeyem,10,0.02%,25 - 24 - 0,51.02%,/decks/gengar-ex-a1-beheeyem-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Melmetal,10,0.02%,24 - 25 - 0,48.98%,/decks/pidgeot-melmetal-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Raichu,10,0.02%,19 - 19 - 1,48.72%,/decks/zapdos-ex-a1-raichu-a1a?game=POCKET&format=standard&set=A1a
Arcanine ex Ninetales,10,0.02%,19 - 20 - 0,48.72%,/decks/arcanine-ex-ninetales-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Weezing,10,0.02%,24 - 26 - 1,47.06%,/decks/pidgeot-ex-weezing-a1a?game=POCKET&format=standard&set=A1a
Marowak ex Dugtrio,10,0.02%,24 - 27 - 0,47.06%,/decks/marowak-ex-dugtrio-a1?game=POCKET&format=standard&set=A1a
Dragonite Kangaskhan,10,0.02%,19 - 24 - 0,44.19%,/decks/dragonite-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Starmie ex,10,0.02%,18 - 26 - 0,40.91%,/decks/pidgeot-ex-a1a-starmie-ex-a1?game=POCKET&format=standard&set=A1a
Alakazam Greninja,10,0.02%,19 - 26 - 2,40.43%,/decks/alakazam-greninja-a1?game=POCKET&format=standard&set=A1a
Golem Druddigon,10,0.02%,18 - 29 - 0,38.30%,/decks/golem-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Jolteon Zebstrika,10,0.02%,11 - 19 - 0,36.67%,/decks/jolteon-zebstrika-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Lilligant,10,0.02%,15 - 27 - 0,35.71%,/decks/venusaur-ex-lilligant-a1?game=POCKET&format=standard&set=A1a
Weezing Scolipede,10,0.02%,16 - 30 - 2,33.33%,/decks/weezing-a1-scolipede-a1a?game=POCKET&format=standard&set=A1a
Zapdos ex Jolteon,10,0.02%,9 - 25 - 0,26.47%,/decks/zapdos-ex-jolteon-a1?game=POCKET&format=standard&set=A1a
Alakazam Hypno,10,0.02%,3 - 22 - 0,12.00%,/decks/alakazam-hypno-a1?game=POCKET&format=standard&set=A1a
Primeape Mew ex,9,0.02%,23 - 18 - 1,54.76%,/decks/primeape-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Marshadow,9,0.02%,22 - 22 - 0,50.00%,/decks/pidgeot-ex-marshadow-a1a?game=POCKET&format=standard&set=A1a
Dragonite,9,0.02%,23 - 24 - 0,48.94%,/decks/dragonite-a1?game=POCKET&format=standard&set=A1a
Articuno ex Lumineon,9,0.02%,14 - 15 - 0,48.28%,/decks/articuno-ex-a1-lumineon-a1a?game=POCKET&format=standard&set=A1a
Serperior Lilligant,9,0.02%,21 - 22 - 1,47.73%,/decks/serperior-a1a-lilligant-a1?game=POCKET&format=standard&set=A1a
Golem Dugtrio,9,0.02%,19 - 21 - 0,47.50%,/decks/golem-a1a-dugtrio-a1?game=POCKET&format=standard&set=A1a
Mew ex Ninetales,9,0.02%,19 - 22 - 0,46.34%,/decks/mew-ex-a1a-ninetales-a1?game=POCKET&format=standard&set=A1a
Primeape Aerodactyl ex,9,0.02%,22 - 25 - 1,45.83%,/decks/primeape-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Zapdos ex,9,0.02%,13 - 16 - 0,44.83%,/decks/pidgeot-ex-a1a-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Starmie ex Pidgeot ex,9,0.02%,17 - 21 - 0,44.74%,/decks/starmie-ex-a1-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Druddigon,9,0.02%,18 - 24 - 0,42.86%,/decks/pidgeot-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Zebstrika Pikachu ex,9,0.02%,16 - 22 - 0,42.11%,/decks/zebstrika-pikachu-ex-a1?game=POCKET&format=standard&set=A1a
Mew ex Mewtwo ex,9,0.02%,13 - 17 - 1,41.94%,/decks/mew-ex-a1a-mewtwo-ex-a1?game=POCKET&format=standard&set=A1a
Nidoking Weezing,9,0.02%,11 - 21 - 0,34.38%,/decks/nidoking-weezing-a1?game=POCKET&format=standard&set=A1a
Golem Kangaskhan,9,0.02%,12 - 23 - 0,34.29%,/decks/golem-a1a-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Beedrill,9,0.02%,10 - 22 - 0,31.25%,/decks/exeggutor-ex-beedrill-a1?game=POCKET&format=standard&set=A1a
Charizard ex Charizard,9,0.02%,7 - 16 - 0,30.43%,/decks/charizard-ex-charizard-a1?game=POCKET&format=standard&set=A1a
Dragonite Hypno,9,0.02%,9 - 22 - 0,29.03%,/decks/dragonite-hypno-a1?game=POCKET&format=standard&set=A1a
Machamp ex Farfetch'd,8,0.02%,27 - 21 - 1,55.10%,/decks/machamp-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Melmetal,8,0.02%,23 - 19 - 0,54.76%,/decks/wigglytuff-ex-melmetal-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Mew ex,8,0.02%,19 - 19 - 0,50.00%,/decks/zapdos-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Melmetal Farfetch'd,8,0.02%,23 - 22 - 1,50.00%,/decks/melmetal-farfetchd-a1?game=POCKET&format=standard&set=A1a
Primeape Kabutops,8,0.02%,17 - 19 - 0,47.22%,/decks/primeape-kabutops-a1?game=POCKET&format=standard&set=A1a
Moltres ex Moltres,8,0.02%,20 - 23 - 0,46.51%,/decks/moltres-ex-moltres-a1?game=POCKET&format=standard&set=A1a
Jolteon Galvantula,8,0.02%,15 - 21 - 1,40.54%,/decks/jolteon-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Wigglytuff ex,8,0.02%,10 - 15 - 0,40.00%,/decks/pidgeot-ex-a1a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Pikachu ex,8,0.02%,11 - 17 - 2,36.67%,/decks/zapdos-ex-pikachu-ex-a1?game=POCKET&format=standard&set=A1a
Gengar ex Florges,8,0.02%,10 - 24 - 0,29.41%,/decks/gengar-ex-a1-florges-a1a?game=POCKET&format=standard&set=A1a
Greninja Blastoise ex,8,0.02%,4 - 13 - 0,23.53%,/decks/greninja-blastoise-ex-a1?game=POCKET&format=standard&set=A1a
Alakazam,8,0.02%,5 - 20 - 0,20.00%,/decks/alakazam-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Gyarados ex,8,0.02%,4 - 16 - 0,20.00%,/decks/blastoise-ex-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Gengar ex Gardevoir,8,0.02%,0 - 12 - 0,0.00%,/decks/gengar-ex-gardevoir-a1?game=POCKET&format=standard&set=A1a
Greninja Bruxish,7,0.01%,18 - 14 - 0,56.25%,/decks/greninja-bruxish-a1?game=POCKET&format=standard&set=A1a
Pidgeot Farfetch'd,7,0.01%,24 - 19 - 0,55.81%,/decks/pidgeot-farfetchd-a1?game=POCKET&format=standard&set=A1a
Rapidash Salazzle,7,0.01%,14 - 14 - 0,50.00%,/decks/rapidash-salazzle-a1a?game=POCKET&format=standard&set=A1a
Lapras ex Articuno ex,7,0.01%,23 - 24 - 0,48.94%,/decks/lapras-ex-p-a-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Rapidash Moltres ex,7,0.01%,19 - 19 - 1,48.72%,/decks/rapidash-a1a-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Articuno ex Lapras ex,7,0.01%,20 - 23 - 0,46.51%,/decks/articuno-ex-a1-lapras-ex-p-a?game=POCKET&format=standard&set=A1a
Moltres ex Mew ex,7,0.01%,18 - 21 - 0,46.15%,/decks/moltres-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Exeggutor ex Vileplume,7,0.01%,15 - 17 - 1,45.45%,/decks/exeggutor-ex-vileplume-a1?game=POCKET&format=standard&set=A1a
Arbok Weezing,7,0.01%,16 - 22 - 1,41.03%,/decks/arbok-a1-weezing-a1a?game=POCKET&format=standard&set=A1a
Victreebel Mew ex,7,0.01%,10 - 15 - 0,40.00%,/decks/victreebel-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Rapidash Ninetales,7,0.01%,16 - 24 - 0,40.00%,/decks/rapidash-a1a-ninetales-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Chatot,7,0.01%,11 - 17 - 0,39.29%,/decks/pidgeot-ex-chatot-a1a?game=POCKET&format=standard&set=A1a
Greninja Wigglytuff ex,7,0.01%,9 - 14 - 0,39.13%,/decks/greninja-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Dragonite Frosmoth,7,0.01%,10 - 16 - 1,37.04%,/decks/dragonite-frosmoth-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Butterfree,7,0.01%,7 - 14 - 0,33.33%,/decks/venusaur-ex-butterfree-a1?game=POCKET&format=standard&set=A1a
Gengar ex Psyduck,7,0.01%,7 - 16 - 0,30.43%,/decks/gengar-ex-psyduck-a1?game=POCKET&format=standard&set=A1a
Serperior Mew ex,7,0.01%,8 - 19 - 2,27.59%,/decks/serperior-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Scolipede Muk,7,0.01%,4 - 13 - 0,23.53%,/decks/scolipede-a1a-muk-a1?game=POCKET&format=standard&set=A1a
Gengar ex Alakazam,7,0.01%,4 - 18 - 0,18.18%,/decks/gengar-ex-alakazam-a1?game=POCKET&format=standard&set=A1a
Greninja Vaporeon,6,0.01%,17 - 12 - 0,58.62%,/decks/greninja-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Victreebel Exeggutor ex,6,0.01%,15 - 13 - 0,53.57%,/decks/victreebel-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Marowak ex Golem,6,0.01%,16 - 16 - 0,50.00%,/decks/marowak-ex-a1-golem-a1a?game=POCKET&format=standard&set=A1a
Greninja Golduck,6,0.01%,12 - 12 - 0,50.00%,/decks/greninja-golduck-a1?game=POCKET&format=standard&set=A1a
Greninja Hypno,6,0.01%,15 - 14 - 2,48.39%,/decks/greninja-hypno-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Aerodactyl ex,6,0.01%,12 - 14 - 0,46.15%,/decks/wigglytuff-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Greninja,6,0.01%,12 - 14 - 0,46.15%,/decks/pidgeot-greninja-a1?game=POCKET&format=standard&set=A1a
Golem Marowak ex,6,0.01%,10 - 14 - 0,41.67%,/decks/golem-a1a-marowak-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Hypno,6,0.01%,10 - 15 - 0,40.00%,/decks/gyarados-ex-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Celebi ex Venusaur ex,6,0.01%,8 - 12 - 0,40.00%,/decks/celebi-ex-a1a-venusaur-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Kangaskhan,6,0.01%,7 - 11 - 0,38.89%,/decks/pidgeot-ex-a1a-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Golem Butterfree,6,0.01%,9 - 15 - 0,37.50%,/decks/golem-a1a-butterfree-a1?game=POCKET&format=standard&set=A1a
Raichu Magneton,6,0.01%,11 - 19 - 0,36.67%,/decks/raichu-a1a-magneton-a1?game=POCKET&format=standard&set=A1a
Kabutops Farfetch'd,6,0.01%,9 - 16 - 0,36.00%,/decks/kabutops-farfetchd-a1?game=POCKET&format=standard&set=A1a
Mew ex Victreebel,6,0.01%,9 - 16 - 1,34.62%,/decks/mew-ex-a1a-victreebel-a1?game=POCKET&format=standard&set=A1a
Articuno ex Tentacruel,6,0.01%,8 - 16 - 0,33.33%,/decks/articuno-ex-tentacruel-a1?game=POCKET&format=standard&set=A1a
Raichu Galvantula,6,0.01%,9 - 18 - 0,33.33%,/decks/raichu-galvantula-a1a?game=POCKET&format=standard&set=A1a
Nidoqueen Nidoking,6,0.01%,10 - 23 - 0,30.30%,/decks/nidoqueen-nidoking-a1?game=POCKET&format=standard&set=A1a
Butterfree Venusaur ex,6,0.01%,7 - 16 - 1,29.17%,/decks/butterfree-venusaur-ex-a1?game=POCKET&format=standard&set=A1a
Gengar ex Druddigon,6,0.01%,7 - 17 - 0,29.17%,/decks/gengar-ex-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Alakazam Jynx,6,0.01%,6 - 16 - 0,27.27%,/decks/alakazam-jynx-a1?game=POCKET&format=standard&set=A1a
Dragonite Wigglytuff ex,6,0.01%,6 - 16 - 1,26.09%,/decks/dragonite-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Frosmoth,6,0.01%,2 - 10 - 1,15.38%,/decks/wigglytuff-ex-frosmoth-a1?game=POCKET&format=standard&set=A1a
Moltres ex Greninja,6,0.01%,2 - 12 - 4,11.11%,/decks/moltres-ex-greninja-a1?game=POCKET&format=standard&set=A1a
Charizard ex Rapidash,6,0.01%,1 - 15 - 0,6.25%,/decks/charizard-ex-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Zapdos ex Greninja,5,0.01%,17 - 9 - 1,62.96%,/decks/zapdos-ex-greninja-a1?game=POCKET&format=standard&set=A1a
Vaporeon Lumineon,5,0.01%,16 - 11 - 0,59.26%,/decks/vaporeon-lumineon-a1a?game=POCKET&format=standard&set=A1a
Arcanine ex Greninja,5,0.01%,12 - 10 - 0,54.55%,/decks/arcanine-ex-greninja-a1?game=POCKET&format=standard&set=A1a
Alakazam Arbok,5,0.01%,13 - 11 - 0,54.17%,/decks/alakazam-arbok-a1?game=POCKET&format=standard&set=A1a
Greninja,5,0.01%,10 - 10 - 0,50.00%,/decks/greninja-a1?game=POCKET&format=standard&set=A1a
Poliwrath Greninja,5,0.01%,15 - 15 - 0,50.00%,/decks/poliwrath-greninja-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Florges,5,0.01%,16 - 17 - 0,48.48%,/decks/pidgeot-ex-florges-a1a?game=POCKET&format=standard&set=A1a
Blastoise ex Lapras ex,5,0.01%,13 - 14 - 0,48.15%,/decks/blastoise-ex-a1-lapras-ex-p-a?game=POCKET&format=standard&set=A1a
Zapdos ex Electrode,5,0.01%,10 - 11 - 0,47.62%,/decks/zapdos-ex-electrode-a1?game=POCKET&format=standard&set=A1a
Scolipede Wigglytuff ex,5,0.01%,10 - 11 - 0,47.62%,/decks/scolipede-a1a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Galvantula Mew ex,5,0.01%,10 - 11 - 0,47.62%,/decks/galvantula-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Charizard ex Mew ex,5,0.01%,9 - 11 - 0,45.00%,/decks/charizard-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Starmie ex,5,0.01%,11 - 14 - 0,44.00%,/decks/wigglytuff-ex-starmie-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Marowak ex,5,0.01%,10 - 13 - 0,43.48%,/decks/pidgeot-ex-a1a-marowak-ex-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Dugtrio,5,0.01%,10 - 12 - 1,43.48%,/decks/aerodactyl-ex-a1a-dugtrio-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Farfetch'd,5,0.01%,8 - 11 - 0,42.11%,/decks/wigglytuff-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Dragonite Snorlax,5,0.01%,7 - 10 - 0,41.18%,/decks/dragonite-snorlax-a1?game=POCKET&format=standard&set=A1a
Primeape Dugtrio,5,0.01%,9 - 13 - 0,40.91%,/decks/primeape-dugtrio-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Omastar,5,0.01%,10 - 15 - 0,40.00%,/decks/blastoise-ex-omastar-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Galvantula,5,0.01%,13 - 20 - 0,39.39%,/decks/zapdos-ex-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Mewtwo ex Scolipede,5,0.01%,14 - 21 - 1,38.89%,/decks/mewtwo-ex-a1-scolipede-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Golbat,5,0.01%,7 - 11 - 0,38.89%,/decks/aerodactyl-ex-a1a-golbat-a1?game=POCKET&format=standard&set=A1a
Mew ex Raichu,5,0.01%,7 - 11 - 0,38.89%,/decks/mew-ex-a1a-raichu-a1?game=POCKET&format=standard&set=A1a
Articuno ex Mew ex,5,0.01%,10 - 16 - 0,38.46%,/decks/articuno-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Gardevoir Golurk,5,0.01%,7 - 12 - 0,36.84%,/decks/gardevoir-golurk-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Celebi ex,5,0.01%,8 - 14 - 0,36.36%,/decks/aerodactyl-ex-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Poliwrath Druddigon,5,0.01%,8 - 13 - 1,36.36%,/decks/poliwrath-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Blastoise ex Kangaskhan,5,0.01%,6 - 10 - 1,35.29%,/decks/blastoise-ex-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Mew ex Golem,5,0.01%,6 - 12 - 0,33.33%,/decks/mew-ex-golem-a1a?game=POCKET&format=standard&set=A1a
Electrode Jolteon,5,0.01%,5 - 8 - 2,33.33%,/decks/electrode-jolteon-a1?game=POCKET&format=standard&set=A1a
Mew ex Pidgeot,5,0.01%,9 - 17 - 1,33.33%,/decks/mew-ex-a1a-pidgeot-a1?game=POCKET&format=standard&set=A1a
Greninja Rapidash,5,0.01%,7 - 14 - 0,33.33%,/decks/greninja-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Gardevoir Gengar ex,5,0.01%,9 - 19 - 0,32.14%,/decks/gardevoir-gengar-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Golduck,5,0.01%,6 - 13 - 0,31.58%,/decks/gyarados-ex-a1a-golduck-a1?game=POCKET&format=standard&set=A1a
Pidgeot Dragonite,5,0.01%,5 - 11 - 0,31.25%,/decks/pidgeot-dragonite-a1?game=POCKET&format=standard&set=A1a
Golem Kabutops,5,0.01%,5 - 12 - 0,29.41%,/decks/golem-a1a-kabutops-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Sandslash,5,0.01%,5 - 12 - 0,29.41%,/decks/aerodactyl-ex-a1a-sandslash-a1?game=POCKET&format=standard&set=A1a
Lilligant Celebi ex,5,0.01%,5 - 11 - 1,29.41%,/decks/lilligant-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Starmie ex Kingler,5,0.01%,6 - 18 - 0,25.00%,/decks/starmie-ex-kingler-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Golduck,5,0.01%,3 - 10 - 0,23.08%,/decks/blastoise-ex-golduck-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Omastar,5,0.01%,3 - 12 - 0,20.00%,/decks/aerodactyl-ex-a1a-omastar-a1?game=POCKET&format=standard&set=A1a
Gengar ex Aerodactyl ex,5,0.01%,3 - 15 - 0,16.67%,/decks/gengar-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Tentacruel Salazzle,5,0.01%,2 - 11 - 0,15.38%,/decks/tentacruel-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Mewtwo ex Greninja,4,0.01%,13 - 7 - 0,65.00%,/decks/mewtwo-ex-greninja-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex,4,0.01%,16 - 10 - 1,59.26%,/decks/aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Celebi ex Beedrill,4,0.01%,11 - 8 - 0,57.89%,/decks/celebi-ex-a1a-beedrill-a1?game=POCKET&format=standard&set=A1a
Primeape Hitmonlee,4,0.01%,9 - 7 - 0,56.25%,/decks/primeape-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Melmetal,4,0.01%,12 - 10 - 0,54.55%,/decks/pidgeot-ex-a1a-melmetal-a1?game=POCKET&format=standard&set=A1a
Electrode Pikachu ex,4,0.01%,11 - 10 - 0,52.38%,/decks/electrode-pikachu-ex-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Rapidash,4,0.01%,11 - 10 - 0,52.38%,/decks/exeggutor-ex-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Ninetales Salazzle,4,0.01%,12 - 11 - 0,52.17%,/decks/ninetales-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Florges Jynx,4,0.01%,10 - 10 - 0,50.00%,/decks/florges-a1a-jynx-a1?game=POCKET&format=standard&set=A1a
Marowak ex Machamp ex,4,0.01%,11 - 11 - 0,50.00%,/decks/marowak-ex-machamp-ex-a1?game=POCKET&format=standard&set=A1a
Mew ex Ditto,4,0.01%,9 - 8 - 1,50.00%,/decks/mew-ex-a1a-ditto-a1?game=POCKET&format=standard&set=A1a
Greninja Kangaskhan,4,0.01%,10 - 10 - 0,50.00%,/decks/greninja-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Golem Rapidash,4,0.01%,9 - 9 - 0,50.00%,/decks/golem-rapidash-a1a?game=POCKET&format=standard&set=A1a
Gengar ex Sigilyph,4,0.01%,11 - 11 - 0,50.00%,/decks/gengar-ex-a1-sigilyph-a1a?game=POCKET&format=standard&set=A1a
Beheeyem Mew ex,4,0.01%,9 - 11 - 0,45.00%,/decks/beheeyem-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Mew ex Marshadow,4,0.01%,9 - 11 - 0,45.00%,/decks/mew-ex-marshadow-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Weezing,4,0.01%,3 - 4 - 0,42.86%,/decks/wigglytuff-ex-a1-weezing-a1a?game=POCKET&format=standard&set=A1a
Venusaur ex Venusaur,4,0.01%,9 - 12 - 0,42.86%,/decks/venusaur-ex-venusaur-a1?game=POCKET&format=standard&set=A1a
Mewtwo ex Florges,4,0.01%,8 - 11 - 0,42.11%,/decks/mewtwo-ex-a1-florges-a1a?game=POCKET&format=standard&set=A1a
Mew ex Clefable,4,0.01%,5 - 7 - 0,41.67%,/decks/mew-ex-a1a-clefable-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Dragonite,4,0.01%,7 - 10 - 0,41.18%,/decks/wigglytuff-ex-dragonite-a1?game=POCKET&format=standard&set=A1a
