Deck,Count,Share,Score,Win_Percentage,Deck_links
Primarina ex Primarina,3,0.03%,7 - 10 - 0,41.18%,/decks/primarina-ex-a3b-primarina-a3?game=POCKET&format=standard&set=A4
Skarmory ex Magnezone,3,0.03%,7 - 9 - 1,41.18%,/decks/skarmory-ex-a4-magnezone-a2?game=POCKET&format=standard&set=A4
Articuno ex,3,0.03%,6 - 9 - 0,40.00%,/decks/articuno-ex-a1?game=POCKET&format=standard&set=A4
Arceus ex Darkrai ex,3,0.03%,4 - 6 - 0,40.00%,/decks/arceus-ex-a2a-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Stoutland Silvally,3,0.03%,4 - 6 - 0,40.00%,/decks/stoutland-silvally-a3a?game=POCKET&format=standard&set=A4
Dialga ex Arceus ex,3,0.03%,3 - 5 - 0,37.50%,/decks/dialga-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Giratina ex Silvally,3,0.03%,3 - 5 - 0,37.50%,/decks/giratina-ex-a2b-silvally-a3a?game=POCKET&format=standard&set=A4
Sylveon ex Rampardos,3,0.03%,6 - 10 - 0,37.50%,/decks/sylveon-ex-a3b-rampardos-a2?game=POCKET&format=standard&set=A4
Darkrai ex Nidoking,3,0.03%,7 - 12 - 0,36.84%,/decks/darkrai-ex-a2-nidoking-a1?game=POCKET&format=standard&set=A4
Giratina ex Unown,3,0.03%,3 - 6 - 0,33.33%,/decks/giratina-ex-a2b-unown-a4?game=POCKET&format=standard&set=A4
Garchomp ex Donphan ex,3,0.03%,3 - 6 - 0,33.33%,/decks/garchomp-ex-a2a-donphan-ex-a4?game=POCKET&format=standard&set=A4
Primarina ex,3,0.03%,2 - 4 - 0,33.33%,/decks/primarina-ex-a3b?game=POCKET&format=standard&set=A4
Flareon ex Flareon,3,0.03%,4 - 8 - 0,33.33%,/decks/flareon-ex-a3b-flareon-a1?game=POCKET&format=standard&set=A4
Darkrai ex Scolipede,3,0.03%,5 - 11 - 0,31.25%,/decks/darkrai-ex-a2-scolipede-a1a?game=POCKET&format=standard&set=A4
Flareon ex Turtonator,3,0.03%,4 - 9 - 0,30.77%,/decks/flareon-ex-a3b-turtonator-a3?game=POCKET&format=standard&set=A4
Marowak ex Tyrogue,3,0.03%,4 - 8 - 1,30.77%,/decks/marowak-ex-a1-tyrogue-a4?game=POCKET&format=standard&set=A4
Sylveon ex Crobat ex,3,0.03%,2 - 5 - 0,28.57%,/decks/sylveon-ex-a3b-crobat-ex-a4?game=POCKET&format=standard&set=A4
Silvally Meowscarada,3,0.03%,5 - 14 - 0,26.32%,/decks/silvally-a3a-meowscarada-a2b?game=POCKET&format=standard&set=A4
Ho-Oh ex Blissey ex,3,0.03%,3 - 9 - 0,25.00%,/decks/ho-oh-ex-a4-blissey-ex-p-a?game=POCKET&format=standard&set=A4
Sylveon ex Tsareena,3,0.03%,3 - 9 - 0,25.00%,/decks/sylveon-ex-tsareena-a3b?game=POCKET&format=standard&set=A4
Wugtrio ex Pyukumuku,3,0.03%,2 - 7 - 0,22.22%,/decks/wugtrio-ex-a2b-pyukumuku-a3?game=POCKET&format=standard&set=A4
Charizard ex Sylveon ex,3,0.03%,1 - 4 - 0,20.00%,/decks/charizard-ex-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Celebi ex Serperior,3,0.03%,2 - 8 - 0,20.00%,/decks/celebi-ex-serperior-a1a?game=POCKET&format=standard&set=A4
Eevee ex Umbreon ex,3,0.03%,1 - 4 - 0,20.00%,/decks/eevee-ex-a3b-umbreon-ex-a4?game=POCKET&format=standard&set=A4
Gengar ex Gengar,3,0.03%,1 - 7 - 0,12.50%,/decks/gengar-ex-gengar-a1?game=POCKET&format=standard&set=A4
Incineroar ex Flareon,3,0.03%,1 - 9 - 0,10.00%,/decks/incineroar-ex-a3-flareon-a3b?game=POCKET&format=standard&set=A4
Houndoom Salazzle,3,0.03%,1 - 11 - 0,8.33%,/decks/houndoom-a2a-salazzle-a1a?game=POCKET&format=standard&set=A4
Lugia ex Stoutland,3,0.03%,0 - 3 - 0,0.00%,/decks/lugia-ex-a4-stoutland-a3a?game=POCKET&format=standard&set=A4
Infernape ex Flareon ex,3,0.03%,0 - 5 - 0,0.00%,/decks/infernape-ex-a2-flareon-ex-a3b?game=POCKET&format=standard&set=A4
Skarmory ex Steelix,3,0.03%,0 - 4 - 0,0.00%,/decks/skarmory-ex-steelix-a4?game=POCKET&format=standard&set=A4
Eevee ex Sylveon ex,3,0.03%,0 - 6 - 0,0.00%,/decks/eevee-ex-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Arceus ex Snorlax ex,2,0.02%,11 - 4 - 0,73.33%,/decks/arceus-ex-a2a-snorlax-ex-a3b?game=POCKET&format=standard&set=A4
Arceus ex Alolan Exeggutor,2,0.02%,4 - 2 - 0,66.67%,/decks/arceus-ex-a2a-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4
Giratina ex,2,0.02%,6 - 3 - 0,66.67%,/decks/giratina-ex-a2b?game=POCKET&format=standard&set=A4
Lucario,2,0.02%,6 - 3 - 0,66.67%,/decks/lucario-a2?game=POCKET&format=standard&set=A4
Exeggutor ex Exeggutor,2,0.02%,9 - 6 - 0,60.00%,/decks/exeggutor-ex-a1-exeggutor-a1a?game=POCKET&format=standard&set=A4
Typhlosion Turtonator,2,0.02%,10 - 7 - 0,58.82%,/decks/typhlosion-a4-turtonator-a3?game=POCKET&format=standard&set=A4
Garchomp Sylveon ex,2,0.02%,7 - 5 - 0,58.33%,/decks/garchomp-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Staraptor Snorlax,2,0.02%,5 - 4 - 0,55.56%,/decks/staraptor-snorlax-a2a?game=POCKET&format=standard&set=A4
Gyarados ex Crawdaunt,2,0.02%,6 - 5 - 0,54.55%,/decks/gyarados-ex-a1a-crawdaunt-a4?game=POCKET&format=standard&set=A4
Dragonite ex Oricorio,2,0.02%,8 - 6 - 1,53.33%,/decks/dragonite-ex-a3b-oricorio-a3?game=POCKET&format=standard&set=A4
Snorlax ex Zeraora,2,0.02%,4 - 4 - 0,50.00%,/decks/snorlax-ex-a3b-zeraora-a3a?game=POCKET&format=standard&set=A4
Magcargo Silvally,2,0.02%,3 - 3 - 0,50.00%,/decks/magcargo-a4-silvally-a3a?game=POCKET&format=standard&set=A4
Magnezone Lugia ex,2,0.02%,5 - 5 - 0,50.00%,/decks/magnezone-a2-lugia-ex-a4?game=POCKET&format=standard&set=A4
Tinkaton ex Skarmory ex,2,0.02%,5 - 5 - 0,50.00%,/decks/tinkaton-ex-a2b-skarmory-ex-a4?game=POCKET&format=standard&set=A4
Gyarados ex Swanna,2,0.02%,5 - 5 - 0,50.00%,/decks/gyarados-ex-a1a-swanna-a4?game=POCKET&format=standard&set=A4
Marowak ex Lucario,2,0.02%,6 - 6 - 0,50.00%,/decks/marowak-ex-a1-lucario-a2?game=POCKET&format=standard&set=A4
Porygon-Z Rampardos,2,0.02%,6 - 6 - 0,50.00%,/decks/porygon-z-a4-rampardos-a2?game=POCKET&format=standard&set=A4
Rayquaza ex Passimian ex,2,0.02%,6 - 7 - 0,46.15%,/decks/rayquaza-ex-p-a-passimian-ex-a3?game=POCKET&format=standard&set=A4
Donphan ex Gallade ex,2,0.02%,6 - 7 - 0,46.15%,/decks/donphan-ex-a4-gallade-ex-a2?game=POCKET&format=standard&set=A4
Arceus ex Rayquaza ex,2,0.02%,6 - 7 - 0,46.15%,/decks/arceus-ex-a2a-rayquaza-ex-p-a?game=POCKET&format=standard&set=A4
Paldean Clodsire ex Darkrai ex,2,0.02%,6 - 7 - 0,46.15%,/decks/paldean-clodsire-ex-a2b-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Shuckle ex Meowscarada,2,0.02%,5 - 6 - 0,45.45%,/decks/shuckle-ex-a4-meowscarada-a2b?game=POCKET&format=standard&set=A4
Sylveon ex Togekiss,2,0.02%,5 - 6 - 0,45.45%,/decks/sylveon-ex-a3b-togekiss-a4?game=POCKET&format=standard&set=A4
Primarina ex Wigglytuff,2,0.02%,5 - 5 - 1,45.45%,/decks/primarina-ex-a3b-wigglytuff-a2b?game=POCKET&format=standard&set=A4
Sylveon ex Staraptor,2,0.02%,5 - 6 - 0,45.45%,/decks/sylveon-ex-a3b-staraptor-a2a?game=POCKET&format=standard&set=A4
Magnezone Shiinotic,2,0.02%,5 - 6 - 0,45.45%,/decks/magnezone-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4
Alolan Raichu ex Raichu,2,0.02%,5 - 6 - 0,45.45%,/decks/alolan-raichu-ex-a3-raichu-a2a?game=POCKET&format=standard&set=A4
Skarmory ex Claydol,2,0.02%,5 - 6 - 0,45.45%,/decks/skarmory-ex-a4-claydol-a3a?game=POCKET&format=standard&set=A4
Gyarados Qwilfish,2,0.02%,4 - 5 - 0,44.44%,/decks/gyarados-qwilfish-a4?game=POCKET&format=standard&set=A4
Porygon-Z Arceus ex,2,0.02%,4 - 5 - 0,44.44%,/decks/porygon-z-a4-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Sylveon ex Darkrai ex,2,0.02%,4 - 5 - 0,44.44%,/decks/sylveon-ex-a3b-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Skarmory ex Shaymin,2,0.02%,4 - 5 - 0,44.44%,/decks/skarmory-ex-a4-shaymin-a2?game=POCKET&format=standard&set=A4
Crobat ex Eevee ex,2,0.02%,3 - 4 - 0,42.86%,/decks/crobat-ex-a4-eevee-ex-a3b?game=POCKET&format=standard&set=A4
Weezing Darkrai ex,2,0.02%,3 - 4 - 0,42.86%,/decks/weezing-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Silvally Snorlax,2,0.02%,3 - 4 - 0,42.86%,/decks/silvally-a3a-snorlax-a2a?game=POCKET&format=standard&set=A4
Leafeon ex Meowscarada,2,0.02%,3 - 4 - 0,42.86%,/decks/leafeon-ex-a2a-meowscarada-a2b?game=POCKET&format=standard&set=A4
Sylveon ex Lunala ex,2,0.02%,5 - 7 - 0,41.67%,/decks/sylveon-ex-a3b-lunala-ex-a3?game=POCKET&format=standard&set=A4
Togekiss,2,0.02%,4 - 6 - 0,40.00%,/decks/togekiss-a2?game=POCKET&format=standard&set=A4
Tapu Koko ex Pichu,2,0.02%,3 - 5 - 0,37.50%,/decks/tapu-koko-ex-a3a-pichu-a4?game=POCKET&format=standard&set=A4
Silvally Buzzwole ex,2,0.02%,3 - 5 - 0,37.50%,/decks/silvally-buzzwole-ex-a3a?game=POCKET&format=standard&set=A4
Infernape ex Arceus ex,2,0.02%,3 - 5 - 0,37.50%,/decks/infernape-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Medicham Lucario,2,0.02%,3 - 5 - 0,37.50%,/decks/medicham-a2a-lucario-a2?game=POCKET&format=standard&set=A4
Gallade ex Rampardos,2,0.02%,4 - 7 - 0,36.36%,/decks/gallade-ex-rampardos-a2?game=POCKET&format=standard&set=A4
Gyarados ex Articuno ex,2,0.02%,4 - 7 - 0,36.36%,/decks/gyarados-ex-a1a-articuno-ex-a1?game=POCKET&format=standard&set=A4
Silvally Alolan Exeggutor,2,0.02%,4 - 7 - 0,36.36%,/decks/silvally-a3a-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4
Celebi ex Exeggutor ex,2,0.02%,4 - 7 - 0,36.36%,/decks/celebi-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A4
Alolan Raichu ex Exeggutor ex,2,0.02%,4 - 7 - 0,36.36%,/decks/alolan-raichu-ex-a3-exeggutor-ex-a1?game=POCKET&format=standard&set=A4
Sylveon ex Primarina ex,2,0.02%,2 - 4 - 0,33.33%,/decks/sylveon-ex-primarina-ex-a3b?game=POCKET&format=standard&set=A4
Staraptor Silvally,2,0.02%,2 - 4 - 0,33.33%,/decks/staraptor-a2a-silvally-a3a?game=POCKET&format=standard&set=A4
Infernape ex Eevee ex,2,0.02%,4 - 8 - 0,33.33%,/decks/infernape-ex-a2-eevee-ex-a3b?game=POCKET&format=standard&set=A4
Charizard ex Turtonator,2,0.02%,3 - 6 - 0,33.33%,/decks/charizard-ex-a2b-turtonator-a3?game=POCKET&format=standard&set=A4
Donphan ex Lucario ex,2,0.02%,3 - 6 - 0,33.33%,/decks/donphan-ex-a4-lucario-ex-a2b?game=POCKET&format=standard&set=A4
Togekiss,2,0.02%,2 - 4 - 0,33.33%,/decks/togekiss-a4?game=POCKET&format=standard&set=A4
Incineroar ex Incineroar,2,0.02%,3 - 6 - 0,33.33%,/decks/incineroar-ex-a3-incineroar-a3b?game=POCKET&format=standard&set=A4
Sylveon ex Crobat,2,0.02%,3 - 6 - 0,33.33%,/decks/sylveon-ex-a3b-crobat-a2a?game=POCKET&format=standard&set=A4
Skarmory ex Scizor,2,0.02%,1 - 2 - 0,33.33%,/decks/skarmory-ex-scizor-a4?game=POCKET&format=standard&set=A4
Lanturn ex Pikachu ex,2,0.02%,4 - 9 - 0,30.77%,/decks/lanturn-ex-a4-pikachu-ex-a2b?game=POCKET&format=standard&set=A4
Blastoise ex Sylveon ex,2,0.02%,3 - 7 - 0,30.00%,/decks/blastoise-ex-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Infernape ex Turtonator,2,0.02%,2 - 5 - 0,28.57%,/decks/infernape-ex-a2-turtonator-a3?game=POCKET&format=standard&set=A4
Gallade ex Lucario,2,0.02%,2 - 5 - 0,28.57%,/decks/gallade-ex-lucario-a2?game=POCKET&format=standard&set=A4
Sylveon ex Golem,2,0.02%,2 - 5 - 0,28.57%,/decks/sylveon-ex-a3b-golem-a1a?game=POCKET&format=standard&set=A4
Incineroar ex Sylveon ex,2,0.02%,2 - 5 - 0,28.57%,/decks/incineroar-ex-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Lanturn ex Tapu Koko ex,2,0.02%,1 - 3 - 0,25.00%,/decks/lanturn-ex-a4-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4
Ninetales Magby,2,0.02%,2 - 6 - 0,25.00%,/decks/ninetales-magby-a4?game=POCKET&format=standard&set=A4
Alolan Exeggutor Rampardos,2,0.02%,2 - 6 - 0,25.00%,/decks/alolan-exeggutor-a3-rampardos-a2?game=POCKET&format=standard&set=A4
Eevee ex Flareon ex,2,0.02%,1 - 3 - 0,25.00%,/decks/eevee-ex-flareon-ex-a3b?game=POCKET&format=standard&set=A4
Paldean Clodsire ex Grafaiai,2,0.02%,1 - 3 - 0,25.00%,/decks/paldean-clodsire-ex-grafaiai-a2b?game=POCKET&format=standard&set=A4
Exeggutor ex Leafeon ex,2,0.02%,2 - 6 - 0,25.00%,/decks/exeggutor-ex-a1-leafeon-ex-a2a?game=POCKET&format=standard&set=A4
Blastoise ex Blastoise,2,0.02%,1 - 3 - 0,25.00%,/decks/blastoise-ex-blastoise-a1?game=POCKET&format=standard&set=A4
Beedrill ex Beedrill,2,0.02%,2 - 6 - 0,25.00%,/decks/beedrill-ex-a2b-beedrill-a1?game=POCKET&format=standard&set=A4
Luxray,2,0.02%,1 - 3 - 0,25.00%,/decks/luxray-a2?game=POCKET&format=standard&set=A4
Charizard ex Charizard,2,0.02%,2 - 7 - 0,22.22%,/decks/charizard-ex-a2b-charizard-a1?game=POCKET&format=standard&set=A4
Garchomp,2,0.02%,2 - 7 - 0,22.22%,/decks/garchomp-a2?game=POCKET&format=standard&set=A4
Decidueye ex Pheromosa,2,0.02%,2 - 7 - 0,22.22%,/decks/decidueye-ex-a3-pheromosa-a3a?game=POCKET&format=standard&set=A4
Meowscarada Sylveon ex,2,0.02%,2 - 8 - 0,20.00%,/decks/meowscarada-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Skarmory ex Dusk Mane Necrozma,2,0.02%,1 - 4 - 0,20.00%,/decks/skarmory-ex-a4-dusk-mane-necrozma-p-a?game=POCKET&format=standard&set=A4
Paldean Clodsire ex Sylveon ex,2,0.02%,1 - 4 - 0,20.00%,/decks/paldean-clodsire-ex-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Blissey ex Pidgeot ex,2,0.02%,1 - 4 - 0,20.00%,/decks/blissey-ex-p-a-pidgeot-ex-a1a?game=POCKET&format=standard&set=A4
Zapdos ex Mewtwo ex,2,0.02%,2 - 9 - 0,18.18%,/decks/zapdos-ex-mewtwo-ex-a1?game=POCKET&format=standard&set=A4
Flareon ex Magby,2,0.02%,1 - 5 - 0,16.67%,/decks/flareon-ex-a3b-magby-a4?game=POCKET&format=standard&set=A4
Umbreon ex Glaceon ex,2,0.02%,1 - 5 - 0,16.67%,/decks/umbreon-ex-a4-glaceon-ex-a2a?game=POCKET&format=standard&set=A4
Pawmot Oricorio,2,0.02%,1 - 5 - 0,16.67%,/decks/pawmot-a2b-oricorio-a3?game=POCKET&format=standard&set=A4
Mewtwo ex Gardevoir,2,0.02%,1 - 6 - 0,14.29%,/decks/mewtwo-ex-a1-gardevoir-a3b?game=POCKET&format=standard&set=A4
Giratina ex Snorlax,2,0.02%,1 - 7 - 0,12.50%,/decks/giratina-ex-a2b-snorlax-a2a?game=POCKET&format=standard&set=A4
Ho-Oh ex Moltres ex,2,0.02%,0 - 9 - 0,0.00%,/decks/ho-oh-ex-a4-moltres-ex-a1?game=POCKET&format=standard&set=A4
Decidueye ex Shuckle ex,2,0.02%,0 - 4 - 0,0.00%,/decks/decidueye-ex-a3-shuckle-ex-a4?game=POCKET&format=standard&set=A4
Tapu Koko ex Pikachu ex,2,0.02%,0 - 4 - 0,0.00%,/decks/tapu-koko-ex-a3a-pikachu-ex-a2b?game=POCKET&format=standard&set=A4
Lycanroc Rampardos,2,0.02%,0 - 4 - 0,0.00%,/decks/lycanroc-a3-rampardos-a2?game=POCKET&format=standard&set=A4
Infernape ex,2,0.02%,0 - 4 - 0,0.00%,/decks/infernape-ex-a2?game=POCKET&format=standard&set=A4
Lanturn ex Zeraora,2,0.02%,0 - 6 - 0,0.00%,/decks/lanturn-ex-a4-zeraora-a3a?game=POCKET&format=standard&set=A4
Exeggutor ex Mew ex,2,0.02%,0 - 4 - 0,0.00%,/decks/exeggutor-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A4
Charizard ex,2,0.02%,0 - 4 - 0,0.00%,/decks/charizard-ex-a2b?game=POCKET&format=standard&set=A4
Sylveon ex Dragonite ex,2,0.02%,0 - 3 - 0,0.00%,/decks/sylveon-ex-dragonite-ex-a3b?game=POCKET&format=standard&set=A4
Incineroar ex Cleffa,2,0.02%,0 - 3 - 0,0.00%,/decks/incineroar-ex-a3-cleffa-a4?game=POCKET&format=standard&set=A4
Sylveon ex Steelix,2,0.02%,0 - 3 - 0,0.00%,/decks/sylveon-ex-a3b-steelix-a4?game=POCKET&format=standard&set=A4
Articuno ex Palkia ex,2,0.02%,0 - 4 - 0,0.00%,/decks/articuno-ex-a1-palkia-ex-a2?game=POCKET&format=standard&set=A4
Gengar ex Gengar,2,0.02%,0 - 6 - 0,0.00%,/decks/gengar-ex-a1-gengar-a2a?game=POCKET&format=standard&set=A4
Charizard ex Typhlosion,1,0.01%,1 - 0 - 0,100.00%,/decks/charizard-ex-a2b-typhlosion-a4?game=POCKET&format=standard&set=A4
Lunala ex Mewtwo ex,1,0.01%,7 - 1 - 0,87.50%,/decks/lunala-ex-a3-mewtwo-ex-a1?game=POCKET&format=standard&set=A4
Charizard ex Cleffa,1,0.01%,5 - 2 - 0,71.43%,/decks/charizard-ex-a2b-cleffa-a4?game=POCKET&format=standard&set=A4
Garchomp ex,1,0.01%,4 - 2 - 0,66.67%,/decks/garchomp-ex-a2a?game=POCKET&format=standard&set=A4
Paldean Clodsire ex Nihilego,1,0.01%,2 - 1 - 0,66.67%,/decks/paldean-clodsire-ex-a2b-nihilego-a3a?game=POCKET&format=standard&set=A4
Guzzlord ex Magby,1,0.01%,5 - 3 - 0,62.50%,/decks/guzzlord-ex-a3a-magby-a4?game=POCKET&format=standard&set=A4
Mismagius ex Giratina ex,1,0.01%,5 - 2 - 1,62.50%,/decks/mismagius-ex-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A4
Crobat Darkrai ex,1,0.01%,5 - 3 - 0,62.50%,/decks/crobat-a2a-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Pawmot Pichu,1,0.01%,5 - 3 - 0,62.50%,/decks/pawmot-a2b-pichu-a4?game=POCKET&format=standard&set=A4
Skarmory ex Stakataka,1,0.01%,3 - 2 - 0,60.00%,/decks/skarmory-ex-a4-stakataka-a3a?game=POCKET&format=standard&set=A4
Arceus ex Pidgeot ex,1,0.01%,3 - 2 - 0,60.00%,/decks/arceus-ex-a2a-pidgeot-ex-a1a?game=POCKET&format=standard&set=A4
Snorlax ex Arceus ex,1,0.01%,3 - 2 - 0,60.00%,/decks/snorlax-ex-a3b-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Tyranitar Guzzlord ex,1,0.01%,3 - 2 - 0,60.00%,/decks/tyranitar-a4-guzzlord-ex-a3a?game=POCKET&format=standard&set=A4
Charizard ex Darkrai ex,1,0.01%,4 - 3 - 0,57.14%,/decks/charizard-ex-a2b-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Exeggutor ex Meowscarada,1,0.01%,4 - 3 - 0,57.14%,/decks/exeggutor-ex-a1-meowscarada-a2b?game=POCKET&format=standard&set=A4
Darkrai ex Crobat ex,1,0.01%,4 - 3 - 0,57.14%,/decks/darkrai-ex-a2-crobat-ex-a4?game=POCKET&format=standard&set=A4
Giratina ex Espeon ex,1,0.01%,4 - 3 - 0,57.14%,/decks/giratina-ex-a2b-espeon-ex-a4?game=POCKET&format=standard&set=A4
Togekiss Shiinotic,1,0.01%,4 - 3 - 0,57.14%,/decks/togekiss-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4
Alcremie Slurpuff,1,0.01%,4 - 3 - 0,57.14%,/decks/alcremie-slurpuff-a3b?game=POCKET&format=standard&set=A4
Golem Regirock,1,0.01%,4 - 3 - 0,57.14%,/decks/golem-a1a-regirock-a2?game=POCKET&format=standard&set=A4
Gyarados Corsola,1,0.01%,4 - 3 - 0,57.14%,/decks/gyarados-corsola-a4?game=POCKET&format=standard&set=A4
Porygon-Z Oricorio,1,0.01%,4 - 3 - 0,57.14%,/decks/porygon-z-a4-oricorio-a3?game=POCKET&format=standard&set=A4
Eevee ex Celebi ex,1,0.01%,4 - 3 - 0,57.14%,/decks/eevee-ex-a3b-celebi-ex-a1a?game=POCKET&format=standard&set=A4
Alolan Raichu ex Pichu,1,0.01%,4 - 3 - 0,57.14%,/decks/alolan-raichu-ex-a3-pichu-a4?game=POCKET&format=standard&set=A4
Melmetal,1,0.01%,4 - 3 - 0,57.14%,/decks/melmetal-a1?game=POCKET&format=standard&set=A4
Donphan ex Passimian ex,1,0.01%,4 - 3 - 0,57.14%,/decks/donphan-ex-a4-passimian-ex-a3?game=POCKET&format=standard&set=A4
Jolteon Pikachu ex,1,0.01%,4 - 3 - 0,57.14%,/decks/jolteon-a3b-pikachu-ex-a1?game=POCKET&format=standard&set=A4
Primarina ex Kingdra ex,1,0.01%,4 - 3 - 0,57.14%,/decks/primarina-ex-a3b-kingdra-ex-a4?game=POCKET&format=standard&set=A4
Alolan Exeggutor Leafeon,1,0.01%,4 - 3 - 0,57.14%,/decks/alolan-exeggutor-a3-leafeon-a2?game=POCKET&format=standard&set=A4
Exeggutor ex Shuckle ex,1,0.01%,4 - 3 - 0,57.14%,/decks/exeggutor-ex-a1-shuckle-ex-a4?game=POCKET&format=standard&set=A4
Leafeon ex Jolteon,1,0.01%,4 - 3 - 0,57.14%,/decks/leafeon-ex-a2a-jolteon-a1?game=POCKET&format=standard&set=A4
Lugia ex Silvally,1,0.01%,3 - 3 - 0,50.00%,/decks/lugia-ex-a4-silvally-a3a?game=POCKET&format=standard&set=A4
Ampharos Oricorio,1,0.01%,2 - 2 - 0,50.00%,/decks/ampharos-a4-oricorio-a3?game=POCKET&format=standard&set=A4
Crobat ex Giratina ex,1,0.01%,2 - 2 - 0,50.00%,/decks/crobat-ex-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4
Gallade ex Espeon ex,1,0.01%,2 - 2 - 0,50.00%,/decks/gallade-ex-a2-espeon-ex-a4?game=POCKET&format=standard&set=A4
Silvally Pawmot,1,0.01%,3 - 3 - 0,50.00%,/decks/silvally-a3a-pawmot-a2b?game=POCKET&format=standard&set=A4
Leafeon ex Torterra,1,0.01%,2 - 2 - 0,50.00%,/decks/leafeon-ex-a2a-torterra-a2?game=POCKET&format=standard&set=A4
Beedrill ex,1,0.01%,6 - 6 - 0,50.00%,/decks/beedrill-ex-a2b?game=POCKET&format=standard&set=A4
Umbreon ex Magnezone,1,0.01%,3 - 3 - 0,50.00%,/decks/umbreon-ex-a4-magnezone-a2?game=POCKET&format=standard&set=A4
Sylveon ex Flareon ex,1,0.01%,4 - 4 - 0,50.00%,/decks/sylveon-ex-flareon-ex-a3b?game=POCKET&format=standard&set=A4
Blastoise ex Primarina ex,1,0.01%,3 - 3 - 0,50.00%,/decks/blastoise-ex-a1-primarina-ex-a3b?game=POCKET&format=standard&set=A4
Primarina ex Glaceon,1,0.01%,3 - 3 - 0,50.00%,/decks/primarina-ex-glaceon-a3b?game=POCKET&format=standard&set=A4
Sylveon ex Ampharos,1,0.01%,2 - 2 - 0,50.00%,/decks/sylveon-ex-a3b-ampharos-a4?game=POCKET&format=standard&set=A4
Buzzwole ex Pichu,1,0.01%,3 - 3 - 0,50.00%,/decks/buzzwole-ex-a3a-pichu-a4?game=POCKET&format=standard&set=A4
Moltres ex Lugia ex,1,0.01%,1 - 1 - 0,50.00%,/decks/moltres-ex-a1-lugia-ex-a4?game=POCKET&format=standard&set=A4
Darkrai ex Magby,1,0.01%,1 - 1 - 0,50.00%,/decks/darkrai-ex-a2-magby-a4?game=POCKET&format=standard&set=A4
Xatu Typhlosion,1,0.01%,2 - 2 - 0,50.00%,/decks/xatu-typhlosion-a4?game=POCKET&format=standard&set=A4
Palkia ex Crabominable ex,1,0.01%,3 - 3 - 0,50.00%,/decks/palkia-ex-a2-crabominable-ex-a3?game=POCKET&format=standard&set=A4
Darkrai ex Umbreon ex,1,0.01%,1 - 1 - 0,50.00%,/decks/darkrai-ex-a2-umbreon-ex-a4?game=POCKET&format=standard&set=A4
Incineroar ex Turtonator,1,0.01%,1 - 1 - 0,50.00%,/decks/incineroar-ex-turtonator-a3?game=POCKET&format=standard&set=A4
Yanmega ex Pyukumuku,1,0.01%,4 - 4 - 0,50.00%,/decks/yanmega-ex-a2-pyukumuku-a3?game=POCKET&format=standard&set=A4
Sylveon ex Tyranitar,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-a3b-tyranitar-a4?game=POCKET&format=standard&set=A4
Garchomp ex Cleffa,1,0.01%,1 - 1 - 0,50.00%,/decks/garchomp-ex-a2a-cleffa-a4?game=POCKET&format=standard&set=A4
Guzzlord ex Crawdaunt,1,0.01%,4 - 4 - 0,50.00%,/decks/guzzlord-ex-a3a-crawdaunt-a4?game=POCKET&format=standard&set=A4
Flareon ex Arceus ex,1,0.01%,1 - 1 - 0,50.00%,/decks/flareon-ex-a3b-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Incineroar ex Hariyama,1,0.01%,1 - 1 - 0,50.00%,/decks/incineroar-ex-hariyama-a3?game=POCKET&format=standard&set=A4
Steelix Skarmory ex,1,0.01%,1 - 1 - 0,50.00%,/decks/steelix-skarmory-ex-a4?game=POCKET&format=standard&set=A4
Typhlosion Heatmor,1,0.01%,1 - 1 - 0,50.00%,/decks/typhlosion-heatmor-a4?game=POCKET&format=standard&set=A4
