Deck,Count,Share,Score,Win_Percentage,Deck_links
Jumpluff ex Suicune ex,6,0.04%,11 - 16 - 0,40.74%,/decks/jumpluff-ex-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Darkrai ex Umbreon ex,6,0.04%,10 - 15 - 0,40.00%,/decks/darkrai-ex-a2-umbreon-ex-a4?game=POCKET&format=standard&set=A4a
Flareon ex Entei ex,6,0.04%,8 - 12 - 0,40.00%,/decks/flareon-ex-a3b-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Galarian Cursola,6,0.04%,10 - 14 - 1,40.00%,/decks/sylveon-ex-a3b-galarian-cursola-a4a?game=POCKET&format=standard&set=A4a
Gyarados ex Manaphy,6,0.04%,10 - 15 - 0,40.00%,/decks/gyarados-ex-a1a-manaphy-a2?game=POCKET&format=standard&set=A4a
Sylveon ex Suicune ex,6,0.04%,7 - 11 - 0,38.89%,/decks/sylveon-ex-a3b-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Raikou ex Oricorio,6,0.04%,10 - 16 - 0,38.46%,/decks/raikou-ex-a4a-oricorio-a3?game=POCKET&format=standard&set=A4a
Poliwrath ex Sylveon ex,6,0.04%,7 - 14 - 0,33.33%,/decks/poliwrath-ex-a4a-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Starmie ex Suicune ex,6,0.04%,6 - 14 - 1,28.57%,/decks/starmie-ex-a1-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Solgaleo ex,6,0.04%,7 - 19 - 0,26.92%,/decks/solgaleo-ex-a3?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Tapu Koko ex,6,0.04%,6 - 18 - 1,24.00%,/decks/alolan-raichu-ex-a3-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Raichu ex,6,0.04%,4 - 17 - 0,19.05%,/decks/alolan-raichu-ex-a3-raichu-ex-p-a?game=POCKET&format=standard&set=A4a
Zapdos ex Pikachu ex,6,0.04%,0 - 18 - 0,0.00%,/decks/zapdos-ex-pikachu-ex-a1?game=POCKET&format=standard&set=A4a
Articuno ex Greninja,5,0.03%,11 - 8 - 0,57.89%,/decks/articuno-ex-greninja-a1?game=POCKET&format=standard&set=A4a
Starmie ex Greninja,5,0.03%,14 - 14 - 0,50.00%,/decks/starmie-ex-greninja-a1?game=POCKET&format=standard&set=A4a
Articuno ex,5,0.03%,11 - 11 - 0,50.00%,/decks/articuno-ex-a1?game=POCKET&format=standard&set=A4a
Arceus ex Snorlax ex,5,0.03%,11 - 11 - 0,50.00%,/decks/arceus-ex-a2a-snorlax-ex-a3b?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Zeraora,5,0.03%,11 - 12 - 0,47.83%,/decks/alolan-raichu-ex-a3-zeraora-a3a?game=POCKET&format=standard&set=A4a
Tsareena Celebi ex,5,0.03%,10 - 11 - 0,47.62%,/decks/tsareena-a3b-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Raikou ex Pikachu ex,5,0.03%,9 - 11 - 0,45.00%,/decks/raikou-ex-a4a-pikachu-ex-a1?game=POCKET&format=standard&set=A4a
Pikachu ex Raichu,5,0.03%,7 - 9 - 0,43.75%,/decks/pikachu-ex-raichu-a1?game=POCKET&format=standard&set=A4a
Pikachu ex Pichu,5,0.03%,10 - 13 - 0,43.48%,/decks/pikachu-ex-a2b-pichu-a4?game=POCKET&format=standard&set=A4a
Gyarados ex Palkia ex,5,0.03%,11 - 14 - 1,42.31%,/decks/gyarados-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Jumpluff ex Zangoose,5,0.03%,11 - 15 - 0,42.31%,/decks/jumpluff-ex-zangoose-a4a?game=POCKET&format=standard&set=A4a
Guzzlord ex,5,0.03%,13 - 15 - 3,41.94%,/decks/guzzlord-ex-a4b?game=POCKET&format=standard&set=A4a
Darkrai ex Tyrogue,5,0.03%,10 - 15 - 0,40.00%,/decks/darkrai-ex-a2-tyrogue-a4?game=POCKET&format=standard&set=A4a
Dialga ex Arceus ex,5,0.03%,8 - 12 - 0,40.00%,/decks/dialga-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Tsareena,5,0.03%,10 - 15 - 0,40.00%,/decks/tsareena-a3?game=POCKET&format=standard&set=A4a
Darkrai ex Zoroark,5,0.03%,10 - 16 - 0,38.46%,/decks/darkrai-ex-a2-zoroark-a4a?game=POCKET&format=standard&set=A4a
Umbreon ex Sylveon ex,5,0.03%,8 - 13 - 0,38.10%,/decks/umbreon-ex-a4-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Pikachu ex Raikou ex,5,0.03%,8 - 13 - 0,38.10%,/decks/pikachu-ex-a1-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Silvally,5,0.03%,6 - 11 - 0,35.29%,/decks/silvally-a3a?game=POCKET&format=standard&set=A4a
Electivire Pichu,5,0.03%,6 - 11 - 0,35.29%,/decks/electivire-a2-pichu-a4?game=POCKET&format=standard&set=A4a
Alolan Exeggutor Tsareena,5,0.03%,8 - 15 - 0,34.78%,/decks/alolan-exeggutor-tsareena-a3?game=POCKET&format=standard&set=A4a
Magnezone Galvantula,5,0.03%,8 - 16 - 0,33.33%,/decks/magnezone-a2-galvantula-a3b?game=POCKET&format=standard&set=A4a
Decidueye ex Pheromosa,5,0.03%,6 - 12 - 0,33.33%,/decks/decidueye-ex-a3-pheromosa-a3a?game=POCKET&format=standard&set=A4a
Sylveon ex Gengar ex,5,0.03%,7 - 14 - 1,31.82%,/decks/sylveon-ex-a3b-gengar-ex-a1?game=POCKET&format=standard&set=A4a
Venusaur ex Leafeon ex,5,0.03%,7 - 16 - 0,30.43%,/decks/venusaur-ex-a1-leafeon-ex-a2a?game=POCKET&format=standard&set=A4a
Primarina ex Suicune ex,5,0.03%,4 - 10 - 0,28.57%,/decks/primarina-ex-a3b-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Mewtwo ex Giratina ex,5,0.03%,3 - 8 - 0,27.27%,/decks/mewtwo-ex-a1-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Silvally Raikou ex,5,0.03%,4 - 11 - 0,26.67%,/decks/silvally-a3a-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Poliwrath ex Suicune ex,5,0.03%,6 - 17 - 0,26.09%,/decks/poliwrath-ex-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Zapdos ex Pichu,5,0.03%,4 - 14 - 0,22.22%,/decks/zapdos-ex-a1-pichu-a4?game=POCKET&format=standard&set=A4a
Gyarados ex Zangoose,5,0.03%,4 - 14 - 0,22.22%,/decks/gyarados-ex-a1a-zangoose-a4a?game=POCKET&format=standard&set=A4a
Golem Druddigon,5,0.03%,0 - 9 - 0,0.00%,/decks/golem-druddigon-a1a?game=POCKET&format=standard&set=A4a
Gyarados ex Greninja,4,0.03%,18 - 6 - 0,75.00%,/decks/gyarados-ex-a1a-greninja-a1?game=POCKET&format=standard&set=A4a
Giratina ex Magnezone,4,0.03%,19 - 8 - 0,70.37%,/decks/giratina-ex-a2b-magnezone-a2?game=POCKET&format=standard&set=A4a
Yanmega ex Dialga ex,4,0.03%,14 - 6 - 0,70.00%,/decks/yanmega-ex-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Charizard ex Magby,4,0.03%,16 - 8 - 0,66.67%,/decks/charizard-ex-a1-magby-a4?game=POCKET&format=standard&set=A4a
Ampharos Zeraora,4,0.03%,17 - 9 - 0,65.38%,/decks/ampharos-a4-zeraora-a3a?game=POCKET&format=standard&set=A4a
Decidueye Meowscarada,4,0.03%,18 - 10 - 2,60.00%,/decks/decidueye-a3a-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Suicune ex Primarina,4,0.03%,12 - 9 - 0,57.14%,/decks/suicune-ex-a4a-primarina-a3?game=POCKET&format=standard&set=A4a
Palkia ex Silvally,4,0.03%,14 - 11 - 0,56.00%,/decks/palkia-ex-a2-silvally-a3a?game=POCKET&format=standard&set=A4a
Gallade ex Hitmontop,4,0.03%,13 - 10 - 1,54.17%,/decks/gallade-ex-a2-hitmontop-a4?game=POCKET&format=standard&set=A4a
Lycanroc Rampardos,4,0.03%,9 - 8 - 0,52.94%,/decks/lycanroc-a3-rampardos-a2?game=POCKET&format=standard&set=A4a
Tapu Koko ex Luxray,4,0.03%,8 - 8 - 0,50.00%,/decks/tapu-koko-ex-a3a-luxray-a2?game=POCKET&format=standard&set=A4a
Guzzlord ex Celesteela,4,0.03%,6 - 6 - 0,50.00%,/decks/guzzlord-ex-celesteela-a3a?game=POCKET&format=standard&set=A4a
Alolan Muk ex Weezing,4,0.03%,7 - 7 - 0,50.00%,/decks/alolan-muk-ex-a3-weezing-a1?game=POCKET&format=standard&set=A4a
Incineroar ex Cleffa,4,0.03%,11 - 10 - 1,50.00%,/decks/incineroar-ex-a3-cleffa-a4?game=POCKET&format=standard&set=A4a
Weezing Darkrai ex,4,0.03%,10 - 10 - 0,50.00%,/decks/weezing-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Jumpluff ex Pikachu ex,4,0.03%,11 - 11 - 0,50.00%,/decks/jumpluff-ex-a4a-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Snorlax ex Arceus ex,4,0.03%,10 - 11 - 0,47.62%,/decks/snorlax-ex-a3b-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Raikou ex Greninja,4,0.03%,9 - 8 - 2,47.37%,/decks/raikou-ex-a4a-greninja-a1?game=POCKET&format=standard&set=A4a
Solgaleo ex Giratina ex,4,0.03%,8 - 9 - 0,47.06%,/decks/solgaleo-ex-a3-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Altaria,4,0.03%,8 - 9 - 0,47.06%,/decks/altaria-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Gardevoir,4,0.03%,6 - 7 - 0,46.15%,/decks/sylveon-ex-a3b-gardevoir-a1?game=POCKET&format=standard&set=A4a
Incineroar ex Sylveon ex,4,0.03%,11 - 13 - 0,45.83%,/decks/incineroar-ex-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Darkrai ex,4,0.03%,10 - 11 - 1,45.45%,/decks/paldean-clodsire-ex-a2b-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Tinkaton ex Dialga ex,4,0.03%,8 - 10 - 0,44.44%,/decks/tinkaton-ex-a2b-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Giratina ex Arceus ex,4,0.03%,8 - 10 - 0,44.44%,/decks/giratina-ex-a2b-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Garchomp ex,4,0.03%,10 - 13 - 0,43.48%,/decks/garchomp-ex-a2a?game=POCKET&format=standard&set=A4a
Infernape ex Flareon ex,4,0.03%,9 - 12 - 0,42.86%,/decks/infernape-ex-a2-flareon-ex-a3b?game=POCKET&format=standard&set=A4a
Lanturn ex Pichu,4,0.03%,9 - 12 - 0,42.86%,/decks/lanturn-ex-pichu-a4?game=POCKET&format=standard&set=A4a
Suicune ex Araquanid,4,0.03%,7 - 10 - 0,41.18%,/decks/suicune-ex-a4a-araquanid-a3?game=POCKET&format=standard&set=A4a
Snorlax ex Lugia ex,4,0.03%,9 - 13 - 0,40.91%,/decks/snorlax-ex-a3b-lugia-ex-a4?game=POCKET&format=standard&set=A4a
Decidueye,4,0.03%,8 - 11 - 1,40.00%,/decks/decidueye-a3a?game=POCKET&format=standard&set=A4a
Suicune ex Alolan Raichu ex,4,0.03%,4 - 6 - 0,40.00%,/decks/suicune-ex-a4a-alolan-raichu-ex-a3?game=POCKET&format=standard&set=A4a
Arceus ex Lucario ex,4,0.03%,11 - 16 - 1,39.29%,/decks/arceus-ex-a2a-lucario-ex-a2b?game=POCKET&format=standard&set=A4a
Leafeon ex Eevee ex,4,0.03%,5 - 8 - 0,38.46%,/decks/leafeon-ex-a2a-eevee-ex-a3b?game=POCKET&format=standard&set=A4a
Donphan ex Tyrogue,4,0.03%,6 - 10 - 0,37.50%,/decks/donphan-ex-tyrogue-a4?game=POCKET&format=standard&set=A4a
Umbreon ex Malamar,4,0.03%,5 - 9 - 0,35.71%,/decks/umbreon-ex-a4-malamar-a4a?game=POCKET&format=standard&set=A4a
Altaria Ultra Necrozma ex,4,0.03%,5 - 9 - 0,35.71%,/decks/altaria-a4a-ultra-necrozma-ex-p-a?game=POCKET&format=standard&set=A4a
Tyranitar Naganadel,4,0.03%,4 - 8 - 0,33.33%,/decks/tyranitar-a4-naganadel-a3a?game=POCKET&format=standard&set=A4a
Kingdra ex Suicune ex,4,0.03%,5 - 11 - 0,31.25%,/decks/kingdra-ex-a4-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Dragonite,4,0.03%,4 - 9 - 0,30.77%,/decks/dragonite-a1?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Grafaiai,4,0.03%,4 - 9 - 0,30.77%,/decks/paldean-clodsire-ex-grafaiai-a2b?game=POCKET&format=standard&set=A4a
Leafeon ex Meowscarada,4,0.03%,4 - 9 - 0,30.77%,/decks/leafeon-ex-a2a-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Pichu,4,0.03%,4 - 9 - 0,30.77%,/decks/alolan-raichu-ex-a3-pichu-a4?game=POCKET&format=standard&set=A4a
Beedrill ex Shuckle ex,4,0.03%,5 - 11 - 1,29.41%,/decks/beedrill-ex-a2b-shuckle-ex-a4?game=POCKET&format=standard&set=A4a
Poliwrath ex Mantyke,4,0.03%,3 - 8 - 0,27.27%,/decks/poliwrath-ex-mantyke-a4a?game=POCKET&format=standard&set=A4a
Boltund Tapu Koko ex,4,0.03%,3 - 8 - 0,27.27%,/decks/boltund-a4a-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4a
Gyarados Suicune ex,4,0.03%,3 - 11 - 0,21.43%,/decks/gyarados-a4-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Suicune ex Pidgeot ex,4,0.03%,2 - 9 - 0,18.18%,/decks/suicune-ex-a4a-pidgeot-ex-a1a?game=POCKET&format=standard&set=A4a
Blastoise ex Blastoise,4,0.03%,2 - 9 - 0,18.18%,/decks/blastoise-ex-blastoise-a1?game=POCKET&format=standard&set=A4a
Gengar ex Gengar,4,0.03%,2 - 10 - 0,16.67%,/decks/gengar-ex-gengar-a1?game=POCKET&format=standard&set=A4a
Poliwrath ex Garchomp,4,0.03%,2 - 11 - 0,15.38%,/decks/poliwrath-ex-a4a-garchomp-a2?game=POCKET&format=standard&set=A4a
Weavile ex Zoroark,4,0.03%,1 - 12 - 0,7.69%,/decks/weavile-ex-a2-zoroark-a4a?game=POCKET&format=standard&set=A4a
Solgaleo ex Gholdengo,4,0.03%,0 - 7 - 0,0.00%,/decks/solgaleo-ex-a3-gholdengo-a2b?game=POCKET&format=standard&set=A4a
Arceus ex Tyranitar,4,0.03%,0 - 10 - 0,0.00%,/decks/arceus-ex-tyranitar-a2a?game=POCKET&format=standard&set=A4a
Suicune ex Wugtrio ex,3,0.02%,14 - 5 - 0,73.68%,/decks/suicune-ex-a4a-wugtrio-ex-a2b?game=POCKET&format=standard&set=A4a
Lanturn ex Zeraora,3,0.02%,14 - 6 - 0,70.00%,/decks/lanturn-ex-a4-zeraora-a3a?game=POCKET&format=standard&set=A4a
Gallade ex Porygon-Z,3,0.02%,16 - 6 - 2,66.67%,/decks/gallade-ex-a2-porygon-z-a4?game=POCKET&format=standard&set=A4a
Arceus ex Altaria,3,0.02%,10 - 5 - 0,66.67%,/decks/arceus-ex-a2a-altaria-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Incineroar ex,3,0.02%,14 - 8 - 0,63.64%,/decks/sylveon-ex-a3b-incineroar-ex-a3?game=POCKET&format=standard&set=A4a
Luxray Oricorio,3,0.02%,13 - 8 - 0,61.90%,/decks/luxray-a2-oricorio-a3?game=POCKET&format=standard&set=A4a
Palkia ex Origin Forme Palkia,3,0.02%,15 - 9 - 1,60.00%,/decks/palkia-ex-a2-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A4a
Crobat Arceus,3,0.02%,12 - 8 - 0,60.00%,/decks/crobat-arceus-a2a?game=POCKET&format=standard&set=A4a
Jumpluff ex Zeraora,3,0.02%,9 - 6 - 0,60.00%,/decks/jumpluff-ex-a4a-zeraora-a3a?game=POCKET&format=standard&set=A4a
Jumpluff ex Shaymin,3,0.02%,6 - 4 - 0,60.00%,/decks/jumpluff-ex-a4a-shaymin-a2a?game=POCKET&format=standard&set=A4a
Golem Regirock,3,0.02%,10 - 7 - 0,58.82%,/decks/golem-a1a-regirock-a2?game=POCKET&format=standard&set=A4a
Magnezone Skarmory,3,0.02%,11 - 8 - 0,57.89%,/decks/magnezone-skarmory-a2?game=POCKET&format=standard&set=A4a
Wugtrio ex Palkia ex,3,0.02%,10 - 8 - 0,55.56%,/decks/wugtrio-ex-a2b-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Entei ex,3,0.02%,10 - 8 - 0,55.56%,/decks/alolan-raichu-ex-a3-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Gyarados Corsola,3,0.02%,10 - 8 - 0,55.56%,/decks/gyarados-corsola-a4?game=POCKET&format=standard&set=A4a
Electivire Raikou ex,3,0.02%,9 - 8 - 0,52.94%,/decks/electivire-a2-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Mismagius ex Giratina ex,3,0.02%,9 - 8 - 0,52.94%,/decks/mismagius-ex-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Magnezone Oricorio,3,0.02%,8 - 8 - 0,50.00%,/decks/magnezone-a2-oricorio-a3?game=POCKET&format=standard&set=A4a
Luxray Pichu,3,0.02%,8 - 8 - 0,50.00%,/decks/luxray-a2-pichu-a4?game=POCKET&format=standard&set=A4a
Entei ex Giratina ex,3,0.02%,8 - 7 - 2,47.06%,/decks/entei-ex-a4a-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Snorlax ex Giratina ex,3,0.02%,8 - 9 - 0,47.06%,/decks/snorlax-ex-a3b-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Beedrill ex Exeggutor ex,3,0.02%,7 - 8 - 0,46.67%,/decks/beedrill-ex-a2b-exeggutor-ex-a1?game=POCKET&format=standard&set=A4a
Tapu Koko ex Zeraora,3,0.02%,7 - 8 - 0,46.67%,/decks/tapu-koko-ex-zeraora-a3a?game=POCKET&format=standard&set=A4a
Lucario Hitmontop,3,0.02%,6 - 7 - 0,46.15%,/decks/lucario-a2-hitmontop-a4?game=POCKET&format=standard&set=A4a
Raichu ex Pikachu ex,3,0.02%,5 - 6 - 0,45.45%,/decks/raichu-ex-p-a-pikachu-ex-a1?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Altaria,3,0.02%,10 - 12 - 0,45.45%,/decks/alolan-raichu-ex-a3-altaria-a4a?game=POCKET&format=standard&set=A4a
Jolteon Pikachu ex,3,0.02%,9 - 10 - 1,45.00%,/decks/jolteon-a1-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Luxray Raikou ex,3,0.02%,8 - 9 - 1,44.44%,/decks/luxray-a2-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Kingdra ex Greninja,3,0.02%,7 - 9 - 0,43.75%,/decks/kingdra-ex-a4-greninja-a1?game=POCKET&format=standard&set=A4a
Luxray Electivire,3,0.02%,7 - 9 - 0,43.75%,/decks/luxray-electivire-a2?game=POCKET&format=standard&set=A4a
Sylveon ex Arceus ex,3,0.02%,3 - 4 - 0,42.86%,/decks/sylveon-ex-a3b-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Darkrai ex,3,0.02%,6 - 8 - 0,42.86%,/decks/alolan-raichu-ex-a3-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Ho-Oh ex Dragonite,3,0.02%,6 - 8 - 0,42.86%,/decks/ho-oh-ex-a4-dragonite-a1?game=POCKET&format=standard&set=A4a
Guzzlord ex Tyranitar,3,0.02%,5 - 7 - 0,41.67%,/decks/guzzlord-ex-a3a-tyranitar-a4?game=POCKET&format=standard&set=A4a
Dragonite Pichu,3,0.02%,5 - 6 - 1,41.67%,/decks/dragonite-a1-pichu-a4?game=POCKET&format=standard&set=A4a
Donphan ex Donphan,3,0.02%,7 - 10 - 0,41.18%,/decks/donphan-ex-a4-donphan-a4a?game=POCKET&format=standard&set=A4a
Darkrai ex Crobat ex,3,0.02%,6 - 9 - 0,40.00%,/decks/darkrai-ex-a2-crobat-ex-a4?game=POCKET&format=standard&set=A4a
Solgaleo ex Silvally,3,0.02%,6 - 9 - 0,40.00%,/decks/solgaleo-ex-a3-silvally-a3a?game=POCKET&format=standard&set=A4a
Donphan ex,3,0.02%,6 - 9 - 0,40.00%,/decks/donphan-ex-a4?game=POCKET&format=standard&set=A4a
Jumpluff ex Palkia ex,3,0.02%,5 - 8 - 0,38.46%,/decks/jumpluff-ex-a4a-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Ho-Oh ex Darkrai ex,3,0.02%,3 - 5 - 0,37.50%,/decks/ho-oh-ex-a4-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Raikou ex Electivire,3,0.02%,7 - 11 - 1,36.84%,/decks/raikou-ex-a4a-electivire-a2?game=POCKET&format=standard&set=A4a
Slowking Articuno ex,3,0.02%,4 - 6 - 1,36.36%,/decks/slowking-a4a-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Beedrill ex Cleffa,3,0.02%,4 - 7 - 0,36.36%,/decks/beedrill-ex-a2b-cleffa-a4?game=POCKET&format=standard&set=A4a
Magnezone Shiinotic,3,0.02%,5 - 9 - 0,35.71%,/decks/magnezone-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4a
Zapdos ex Arceus ex,3,0.02%,5 - 9 - 0,35.71%,/decks/zapdos-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Decidueye ex,3,0.02%,6 - 11 - 0,35.29%,/decks/decidueye-ex-a3?game=POCKET&format=standard&set=A4a
Scolipede Weezing,3,0.02%,3 - 6 - 0,33.33%,/decks/scolipede-a1a-weezing-a1?game=POCKET&format=standard&set=A4a
Glaceon ex Greninja,3,0.02%,3 - 6 - 0,33.33%,/decks/glaceon-ex-a2a-greninja-a1?game=POCKET&format=standard&set=A4a
Giratina ex Sylveon ex,3,0.02%,4 - 8 - 0,33.33%,/decks/giratina-ex-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Raikou ex Decidueye ex,3,0.02%,4 - 8 - 0,33.33%,/decks/raikou-ex-a4a-decidueye-ex-a3?game=POCKET&format=standard&set=A4a
Decidueye ex Raikou ex,3,0.02%,2 - 4 - 0,33.33%,/decks/decidueye-ex-a3-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Skarmory ex Bastiodon,3,0.02%,5 - 10 - 0,33.33%,/decks/skarmory-ex-a4-bastiodon-a2?game=POCKET&format=standard&set=A4a
Luxray Zeraora,3,0.02%,5 - 11 - 0,31.25%,/decks/luxray-a2-zeraora-a3a?game=POCKET&format=standard&set=A4a
Meowscarada Shuckle ex,3,0.02%,4 - 9 - 0,30.77%,/decks/meowscarada-a2b-shuckle-ex-a4?game=POCKET&format=standard&set=A4a
Palkia ex Manaphy,3,0.02%,4 - 9 - 0,30.77%,/decks/palkia-ex-manaphy-a2?game=POCKET&format=standard&set=A4a
Alolan Dugtrio ex Skarmory ex,3,0.02%,3 - 7 - 0,30.00%,/decks/alolan-dugtrio-ex-a3a-skarmory-ex-a4?game=POCKET&format=standard&set=A4a
Meowscarada Celebi,3,0.02%,3 - 7 - 0,30.00%,/decks/meowscarada-a2b-celebi-a4a?game=POCKET&format=standard&set=A4a
Crobat ex Paldean Clodsire ex,3,0.02%,5 - 12 - 0,29.41%,/decks/crobat-ex-a4-paldean-clodsire-ex-a2b?game=POCKET&format=standard&set=A4a
Incineroar ex Incineroar,3,0.02%,4 - 9 - 1,28.57%,/decks/incineroar-ex-a3-incineroar-a3b?game=POCKET&format=standard&set=A4a
Exeggutor ex Alolan Exeggutor,3,0.02%,4 - 10 - 0,28.57%,/decks/exeggutor-ex-a4b-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Palkia ex Mantyke,3,0.02%,3 - 8 - 0,27.27%,/decks/palkia-ex-a2-mantyke-a4a?game=POCKET&format=standard&set=A4a
Crobat ex Zoroark,3,0.02%,3 - 8 - 0,27.27%,/decks/crobat-ex-a4-zoroark-a4a?game=POCKET&format=standard&set=A4a
Suicune ex Arceus ex,3,0.02%,3 - 7 - 1,27.27%,/decks/suicune-ex-a4a-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Crobat ex Arceus ex,3,0.02%,4 - 11 - 0,26.67%,/decks/crobat-ex-a4-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Arceus ex Carnivine,3,0.02%,3 - 9 - 0,25.00%,/decks/arceus-ex-carnivine-a2a?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Weezing,3,0.02%,3 - 10 - 0,23.08%,/decks/paldean-clodsire-ex-a2b-weezing-a1?game=POCKET&format=standard&set=A4a
Moltres ex Charizard ex,3,0.02%,2 - 8 - 0,20.00%,/decks/moltres-ex-charizard-ex-a1?game=POCKET&format=standard&set=A4a
Blastoise ex Palkia ex,3,0.02%,2 - 9 - 0,18.18%,/decks/blastoise-ex-a1-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Darkrai ex Umbreon,3,0.02%,2 - 11 - 0,15.38%,/decks/darkrai-ex-a2-umbreon-a3b?game=POCKET&format=standard&set=A4a
Donphan ex Silvally,3,0.02%,1 - 6 - 0,14.29%,/decks/donphan-ex-a4-silvally-a3a?game=POCKET&format=standard&set=A4a
Naganadel Darkrai ex,3,0.02%,1 - 6 - 0,14.29%,/decks/naganadel-a3a-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Wigglytuff ex Arceus ex,3,0.02%,1 - 7 - 0,12.50%,/decks/wigglytuff-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Kommo-o Pichu,3,0.02%,1 - 7 - 0,12.50%,/decks/kommo-o-a3-pichu-a4?game=POCKET&format=standard&set=A4a
Blastoise ex Articuno ex,3,0.02%,1 - 7 - 0,12.50%,/decks/blastoise-ex-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Jumpluff ex,3,0.02%,1 - 7 - 0,12.50%,/decks/jumpluff-ex-a4a?game=POCKET&format=standard&set=A4a
Arceus ex Pikachu ex,3,0.02%,1 - 8 - 0,11.11%,/decks/arceus-ex-a2a-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Charizard ex Moltres ex,3,0.02%,1 - 8 - 1,10.00%,/decks/charizard-ex-a2b-moltres-ex-a1?game=POCKET&format=standard&set=A4a
Flareon ex Charizard ex,3,0.02%,0 - 6 - 0,0.00%,/decks/flareon-ex-a3b-charizard-ex-a2b?game=POCKET&format=standard&set=A4a
Ho-Oh ex Dragonite ex,3,0.02%,0 - 7 - 0,0.00%,/decks/ho-oh-ex-a4-dragonite-ex-a3b?game=POCKET&format=standard&set=A4a
Infernape ex Moltres ex,2,0.01%,5 - 2 - 0,71.43%,/decks/infernape-ex-a2-moltres-ex-a1?game=POCKET&format=standard&set=A4a
Greninja Snorlax,2,0.01%,7 - 3 - 0,70.00%,/decks/greninja-a1-snorlax-a2a?game=POCKET&format=standard&set=A4a
Charizard ex Incineroar ex,2,0.01%,4 - 2 - 0,66.67%,/decks/charizard-ex-a2b-incineroar-ex-a3?game=POCKET&format=standard&set=A4a
