Deck,Count,Share,Score,Win_Percentage,Deck_links
Infernape ex Houndoom,12,0.03%,23 - 32 - 0,41.82%,/decks/infernape-ex-a2-houndoom-a2a?game=POCKET&format=standard&set=A2a
Lucario Kabutops,12,0.03%,20 - 32 - 2,37.04%,/decks/lucario-a2-kabutops-a1?game=POCKET&format=standard&set=A2a
Machamp ex Sudowoodo,12,0.03%,14 - 24 - 0,36.84%,/decks/machamp-ex-a1-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Mew ex Arceus ex,12,0.03%,15 - 26 - 0,36.59%,/decks/mew-ex-a1a-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Vaporeon,12,0.03%,17 - 34 - 0,33.33%,/decks/gyarados-ex-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Rampardos Aerodactyl ex,12,0.03%,17 - 33 - 1,33.33%,/decks/rampardos-a2-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Exeggutor ex Exeggutor,12,0.03%,11 - 23 - 0,32.35%,/decks/exeggutor-ex-a1-exeggutor-a1a?game=POCKET&format=standard&set=A2a
Celebi ex,12,0.03%,11 - 28 - 2,26.83%,/decks/celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Arbok Weezing,11,0.03%,29 - 25 - 0,53.70%,/decks/arbok-weezing-a1?game=POCKET&format=standard&set=A2a
Gyarados ex Snorlax,11,0.03%,34 - 31 - 1,51.52%,/decks/gyarados-ex-a1a-snorlax-a2a?game=POCKET&format=standard&set=A2a
Dialga ex Skarmory,11,0.03%,21 - 28 - 0,42.86%,/decks/dialga-ex-skarmory-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Palkia ex,11,0.03%,20 - 27 - 0,42.55%,/decks/yanmega-ex-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Starmie ex Gyarados ex,11,0.03%,20 - 28 - 0,41.67%,/decks/starmie-ex-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A2a
Luxray Electivire,11,0.03%,21 - 32 - 0,39.62%,/decks/luxray-electivire-a2?game=POCKET&format=standard&set=A2a
Gardevoir Mewtwo ex,11,0.03%,18 - 28 - 0,39.13%,/decks/gardevoir-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Snorlax,11,0.03%,12 - 22 - 0,35.29%,/decks/snorlax-a2a?game=POCKET&format=standard&set=A2a
Staraptor Druddigon,11,0.03%,8 - 21 - 0,27.59%,/decks/staraptor-a2a-druddigon-a1a?game=POCKET&format=standard&set=A2a
Gallade ex Hitmonchan,10,0.03%,32 - 22 - 1,58.18%,/decks/gallade-ex-a2-hitmonchan-a1?game=POCKET&format=standard&set=A2a
Arceus ex Articuno ex,10,0.03%,28 - 22 - 1,54.90%,/decks/arceus-ex-a2a-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Mew ex,10,0.03%,23 - 21 - 0,52.27%,/decks/leafeon-ex-a2a-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Gallade ex Farfetch'd,10,0.03%,28 - 28 - 0,50.00%,/decks/gallade-ex-a2-farfetchd-a1?game=POCKET&format=standard&set=A2a
Garchomp Farfetch'd,10,0.03%,25 - 27 - 0,48.08%,/decks/garchomp-a2-farfetchd-a1?game=POCKET&format=standard&set=A2a
Arceus ex Heatran,10,0.03%,28 - 30 - 1,47.46%,/decks/arceus-ex-heatran-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Snorlax,10,0.03%,15 - 16 - 2,45.45%,/decks/arceus-ex-snorlax-a2a?game=POCKET&format=standard&set=A2a
Magnezone Ditto,10,0.03%,20 - 26 - 0,43.48%,/decks/magnezone-a2-ditto-a1?game=POCKET&format=standard&set=A2a
Mew ex Palkia ex,10,0.03%,18 - 25 - 0,41.86%,/decks/mew-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Primeape Lucario,10,0.03%,18 - 26 - 0,40.91%,/decks/primeape-a1-lucario-a2?game=POCKET&format=standard&set=A2a
Arceus ex Ditto,10,0.03%,17 - 25 - 1,39.53%,/decks/arceus-ex-a2a-ditto-a1?game=POCKET&format=standard&set=A2a
Golem Sudowoodo,10,0.03%,13 - 20 - 0,39.39%,/decks/golem-a1a-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Dialga ex Probopass ex,10,0.03%,11 - 22 - 0,33.33%,/decks/dialga-ex-a2-probopass-ex-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Kangaskhan,9,0.02%,22 - 15 - 1,57.89%,/decks/arceus-ex-a2a-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Gengar ex Mew ex,9,0.02%,19 - 18 - 0,51.35%,/decks/gengar-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Togekiss,9,0.02%,26 - 25 - 0,50.98%,/decks/togekiss-a2?game=POCKET&format=standard&set=A2a
Glaceon ex Magnezone,9,0.02%,28 - 30 - 0,48.28%,/decks/glaceon-ex-a2a-magnezone-a2?game=POCKET&format=standard&set=A2a
Pikachu ex,9,0.02%,20 - 21 - 1,47.62%,/decks/pikachu-ex-a1?game=POCKET&format=standard&set=A2a
Golem Lucario,9,0.02%,19 - 21 - 0,47.50%,/decks/golem-a1a-lucario-a2?game=POCKET&format=standard&set=A2a
Gyarados ex Glaceon ex,9,0.02%,14 - 17 - 0,45.16%,/decks/gyarados-ex-a1a-glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Electrode Electivire,9,0.02%,19 - 24 - 0,44.19%,/decks/electrode-a1-electivire-a2?game=POCKET&format=standard&set=A2a
Palkia ex Starmie ex,9,0.02%,15 - 20 - 0,42.86%,/decks/palkia-ex-a2-starmie-ex-a1?game=POCKET&format=standard&set=A2a
Machamp ex,9,0.02%,15 - 21 - 1,40.54%,/decks/machamp-ex-a1?game=POCKET&format=standard&set=A2a
Staraptor Heracross,9,0.02%,13 - 23 - 0,36.11%,/decks/staraptor-heracross-a2a?game=POCKET&format=standard&set=A2a
Starmie ex Arceus ex,9,0.02%,12 - 22 - 0,35.29%,/decks/starmie-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Leafeon ex,9,0.02%,9 - 28 - 0,24.32%,/decks/arceus-ex-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Mismagius ex Florges,8,0.02%,16 - 13 - 0,55.17%,/decks/mismagius-ex-a2-florges-a1a?game=POCKET&format=standard&set=A2a
Greninja Darkrai ex,8,0.02%,21 - 18 - 0,53.85%,/decks/greninja-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A2a
Gallade ex Aerodactyl ex,8,0.02%,28 - 27 - 0,50.91%,/decks/gallade-ex-a2-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Starmie ex Starmie,8,0.02%,18 - 18 - 0,50.00%,/decks/starmie-ex-starmie-a1?game=POCKET&format=standard&set=A2a
Mewtwo ex Greninja,8,0.02%,19 - 18 - 1,50.00%,/decks/mewtwo-ex-greninja-a1?game=POCKET&format=standard&set=A2a
Rampardos,8,0.02%,18 - 19 - 0,48.65%,/decks/rampardos-a2?game=POCKET&format=standard&set=A2a
Skarmory,8,0.02%,20 - 22 - 0,47.62%,/decks/skarmory-a2?game=POCKET&format=standard&set=A2a
Mismagius ex Gengar ex,8,0.02%,19 - 22 - 1,45.24%,/decks/mismagius-ex-a2-gengar-ex-a1?game=POCKET&format=standard&set=A2a
Togekiss Mew ex,8,0.02%,16 - 20 - 0,44.44%,/decks/togekiss-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Magnezone Greninja,8,0.02%,13 - 18 - 0,41.94%,/decks/magnezone-a2-greninja-a1?game=POCKET&format=standard&set=A2a
Mismagius ex Mew ex,8,0.02%,12 - 17 - 0,41.38%,/decks/mismagius-ex-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Ninetales Rapidash,8,0.02%,13 - 19 - 0,40.63%,/decks/ninetales-a1-rapidash-a1a?game=POCKET&format=standard&set=A2a
Lickilicky ex Manaphy,8,0.02%,15 - 22 - 0,40.54%,/decks/lickilicky-ex-manaphy-a2?game=POCKET&format=standard&set=A2a
Starmie ex,8,0.02%,13 - 21 - 0,38.24%,/decks/starmie-ex-a1?game=POCKET&format=standard&set=A2a
Greninja Druddigon,8,0.02%,13 - 21 - 1,37.14%,/decks/greninja-a1-druddigon-a1a?game=POCKET&format=standard&set=A2a
Lucario Hitmonlee,8,0.02%,12 - 21 - 0,36.36%,/decks/lucario-a2-hitmonlee-a1?game=POCKET&format=standard&set=A2a
Dragonite Manaphy,8,0.02%,15 - 27 - 0,35.71%,/decks/dragonite-a1-manaphy-a2?game=POCKET&format=standard&set=A2a
Garchomp ex Druddigon,8,0.02%,10 - 18 - 0,35.71%,/decks/garchomp-ex-a2a-druddigon-a1a?game=POCKET&format=standard&set=A2a
Yanmega ex Snorlax,8,0.02%,14 - 27 - 0,34.15%,/decks/yanmega-ex-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Dragonite Regirock,8,0.02%,11 - 23 - 0,32.35%,/decks/dragonite-a1-regirock-a2?game=POCKET&format=standard&set=A2a
Venusaur ex Butterfree,8,0.02%,3 - 17 - 0,15.00%,/decks/venusaur-ex-butterfree-a1?game=POCKET&format=standard&set=A2a
Gengar Giratina,8,0.02%,3 - 18 - 0,14.29%,/decks/gengar-a1-giratina-a2?game=POCKET&format=standard&set=A2a
Gengar ex Mewtwo ex,8,0.02%,2 - 17 - 0,10.53%,/decks/gengar-ex-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Articuno ex Greninja,7,0.02%,16 - 11 - 0,59.26%,/decks/articuno-ex-greninja-a1?game=POCKET&format=standard&set=A2a
Gallade ex Rampardos,7,0.02%,27 - 17 - 2,58.70%,/decks/gallade-ex-rampardos-a2?game=POCKET&format=standard&set=A2a
Bastiodon Snorlax,7,0.02%,21 - 17 - 0,55.26%,/decks/bastiodon-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Blastoise ex Snorlax,7,0.02%,24 - 19 - 1,54.55%,/decks/blastoise-ex-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Magnezone Galvantula,7,0.02%,13 - 12 - 0,52.00%,/decks/magnezone-a2-galvantula-a1a?game=POCKET&format=standard&set=A2a
Rampardos Marshadow,7,0.02%,10 - 11 - 0,47.62%,/decks/rampardos-a2-marshadow-a1a?game=POCKET&format=standard&set=A2a
Gyarados ex Leafeon ex,7,0.02%,15 - 17 - 0,46.88%,/decks/gyarados-ex-a1a-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Pachirisu ex Galvantula,7,0.02%,19 - 23 - 0,45.24%,/decks/pachirisu-ex-a2-galvantula-a1a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Arbok,7,0.02%,13 - 16 - 0,44.83%,/decks/wigglytuff-ex-arbok-a1?game=POCKET&format=standard&set=A2a
Arceus ex Farfetch'd,7,0.02%,8 - 9 - 1,44.44%,/decks/arceus-ex-a2a-farfetchd-a1?game=POCKET&format=standard&set=A2a
Blastoise ex Mew ex,7,0.02%,12 - 15 - 0,44.44%,/decks/blastoise-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Gengar ex Mismagius ex,7,0.02%,13 - 17 - 0,43.33%,/decks/gengar-ex-a1-mismagius-ex-a2?game=POCKET&format=standard&set=A2a
Dialga ex Yanmega ex,7,0.02%,12 - 15 - 1,42.86%,/decks/dialga-ex-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Arceus ex Exeggutor ex,7,0.02%,15 - 20 - 0,42.86%,/decks/arceus-ex-a2a-exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Dialga ex Magnezone,7,0.02%,15 - 20 - 0,42.86%,/decks/dialga-ex-a2-magnezone-a2a?game=POCKET&format=standard&set=A2a
Magnezone Raichu,7,0.02%,11 - 15 - 0,42.31%,/decks/magnezone-a2-raichu-a2a?game=POCKET&format=standard&set=A2a
Melmetal Skarmory,7,0.02%,12 - 16 - 1,41.38%,/decks/melmetal-a1-skarmory-a2?game=POCKET&format=standard&set=A2a
Arceus ex Manaphy,7,0.02%,12 - 17 - 0,41.38%,/decks/arceus-ex-a2a-manaphy-a2?game=POCKET&format=standard&set=A2a
Golem Druddigon,7,0.02%,11 - 17 - 0,39.29%,/decks/golem-druddigon-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Staraptor,7,0.02%,10 - 16 - 0,38.46%,/decks/arceus-ex-staraptor-a2a?game=POCKET&format=standard&set=A2a
Pidgeot ex Druddigon,7,0.02%,9 - 15 - 0,37.50%,/decks/pidgeot-ex-druddigon-a1a?game=POCKET&format=standard&set=A2a
Lapras ex Articuno ex,7,0.02%,8 - 16 - 0,33.33%,/decks/lapras-ex-p-a-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Lucario Aerodactyl ex,7,0.02%,9 - 18 - 0,33.33%,/decks/lucario-a2-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Mewtwo ex Magnezone,7,0.02%,8 - 16 - 0,33.33%,/decks/mewtwo-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A2a
Garchomp ex Medicham,7,0.02%,12 - 24 - 1,32.43%,/decks/garchomp-ex-medicham-a2a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Dialga ex,7,0.02%,6 - 14 - 1,28.57%,/decks/wigglytuff-ex-a1-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Articuno ex Starmie ex,7,0.02%,5 - 20 - 0,20.00%,/decks/articuno-ex-starmie-ex-a1?game=POCKET&format=standard&set=A2a
Yanmega ex Wormadam,6,0.02%,15 - 12 - 0,55.56%,/decks/yanmega-ex-wormadam-a2?game=POCKET&format=standard&set=A2a
Exeggutor ex Exeggutor,6,0.02%,16 - 14 - 0,53.33%,/decks/exeggutor-ex-exeggutor-a1?game=POCKET&format=standard&set=A2a
Gallade ex Druddigon,6,0.02%,18 - 16 - 0,52.94%,/decks/gallade-ex-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Bisharp Skarmory,6,0.02%,19 - 17 - 0,52.78%,/decks/bisharp-a1-skarmory-a2?game=POCKET&format=standard&set=A2a
Mew ex Skarmory,6,0.02%,13 - 12 - 0,52.00%,/decks/mew-ex-a1a-skarmory-a2?game=POCKET&format=standard&set=A2a
Gyarados ex Frost Rotom,6,0.02%,18 - 16 - 2,50.00%,/decks/gyarados-ex-a1a-frost-rotom-a2?game=POCKET&format=standard&set=A2a
Mew ex Gardevoir,6,0.02%,13 - 13 - 0,50.00%,/decks/mew-ex-a1a-gardevoir-a1?game=POCKET&format=standard&set=A2a
Glaceon ex Vaporeon,6,0.02%,21 - 21 - 0,50.00%,/decks/glaceon-ex-a2a-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Mewtwo ex Regirock,6,0.02%,9 - 10 - 0,47.37%,/decks/mewtwo-ex-a1-regirock-a2?game=POCKET&format=standard&set=A2a
Pidgeot ex Arceus ex,6,0.02%,8 - 8 - 1,47.06%,/decks/pidgeot-ex-a1a-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Infernape ex Magnezone,6,0.02%,13 - 15 - 0,46.43%,/decks/infernape-ex-magnezone-a2?game=POCKET&format=standard&set=A2a
Dialga ex Wigglytuff ex,6,0.02%,14 - 17 - 0,45.16%,/decks/dialga-ex-a2-wigglytuff-ex-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Articuno ex,6,0.02%,9 - 11 - 0,45.00%,/decks/leafeon-ex-a2a-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Lucario Primeape,6,0.02%,15 - 19 - 0,44.12%,/decks/lucario-a2-primeape-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Palkia ex,6,0.02%,11 - 14 - 0,44.00%,/decks/leafeon-ex-a2a-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Machamp ex Hitmonlee,6,0.02%,10 - 13 - 0,43.48%,/decks/machamp-ex-hitmonlee-a1?game=POCKET&format=standard&set=A2a
Mew ex Ditto,6,0.02%,10 - 12 - 1,43.48%,/decks/mew-ex-a1a-ditto-a1?game=POCKET&format=standard&set=A2a
Greninja Palkia ex,6,0.02%,14 - 19 - 0,42.42%,/decks/greninja-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Garchomp Aerodactyl ex,6,0.02%,14 - 19 - 0,42.42%,/decks/garchomp-a2-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Dialga ex Lickilicky ex,6,0.02%,14 - 18 - 1,42.42%,/decks/dialga-ex-lickilicky-ex-a2?game=POCKET&format=standard&set=A2a
Pikachu ex Electrode,6,0.02%,9 - 13 - 0,40.91%,/decks/pikachu-ex-electrode-a1?game=POCKET&format=standard&set=A2a
Magnezone Houndoom,6,0.02%,13 - 19 - 0,40.63%,/decks/magnezone-a2-houndoom-a2a?game=POCKET&format=standard&set=A2a
Dragonite Palkia ex,6,0.02%,13 - 19 - 0,40.63%,/decks/dragonite-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Garchomp Glameow,6,0.02%,12 - 18 - 0,40.00%,/decks/garchomp-glameow-a2?game=POCKET&format=standard&set=A2a
Arceus ex Heracross,6,0.02%,11 - 17 - 0,39.29%,/decks/arceus-ex-heracross-a2a?game=POCKET&format=standard&set=A2a
Infernape ex Heatmor,6,0.02%,10 - 16 - 0,38.46%,/decks/infernape-ex-a2-heatmor-a1?game=POCKET&format=standard&set=A2a
Arceus ex Rampardos,6,0.02%,8 - 14 - 0,36.36%,/decks/arceus-ex-a2a-rampardos-a2?game=POCKET&format=standard&set=A2a
Pachirisu ex Luxray,6,0.02%,11 - 20 - 0,35.48%,/decks/pachirisu-ex-luxray-a2?game=POCKET&format=standard&set=A2a
Vaporeon Articuno ex,6,0.02%,6 - 13 - 0,31.58%,/decks/vaporeon-a1a-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Magnezone Druddigon,6,0.02%,9 - 20 - 0,31.03%,/decks/magnezone-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Darkrai ex Magnezone,6,0.02%,5 - 12 - 0,29.41%,/decks/darkrai-ex-a2-magnezone-a2a?game=POCKET&format=standard&set=A2a
Garchomp Meowth,6,0.02%,7 - 17 - 0,29.17%,/decks/garchomp-a2-meowth-a1?game=POCKET&format=standard&set=A2a
Lucario Onix,6,0.02%,6 - 15 - 0,28.57%,/decks/lucario-a2-onix-a1?game=POCKET&format=standard&set=A2a
Greninja Farfetch'd,6,0.02%,5 - 12 - 1,27.78%,/decks/greninja-farfetchd-a1?game=POCKET&format=standard&set=A2a
Medicham Lucario,6,0.02%,2 - 13 - 0,13.33%,/decks/medicham-a2a-lucario-a2?game=POCKET&format=standard&set=A2a
Pachirisu ex Arceus ex,5,0.01%,11 - 9 - 0,55.00%,/decks/pachirisu-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Lickilicky ex Greninja,5,0.01%,10 - 9 - 0,52.63%,/decks/lickilicky-ex-a2-greninja-a1?game=POCKET&format=standard&set=A2a
Staraptor Leafeon ex,5,0.01%,13 - 13 - 0,50.00%,/decks/staraptor-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Darkrai ex,5,0.01%,13 - 13 - 0,50.00%,/decks/darkrai-ex-a2?game=POCKET&format=standard&set=A2a
Rampardos Chatot,5,0.01%,18 - 18 - 0,50.00%,/decks/rampardos-a2-chatot-a1a?game=POCKET&format=standard&set=A2a
Garchomp ex Rampardos,5,0.01%,15 - 16 - 0,48.39%,/decks/garchomp-ex-a2a-rampardos-a2?game=POCKET&format=standard&set=A2a
Arceus ex,5,0.01%,7 - 8 - 0,46.67%,/decks/arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Rapidash,5,0.01%,12 - 14 - 0,46.15%,/decks/arceus-ex-a2a-rapidash-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Venusaur ex,5,0.01%,12 - 14 - 1,44.44%,/decks/leafeon-ex-a2a-venusaur-ex-a1?game=POCKET&format=standard&set=A2a
Magnezone Marshadow,5,0.01%,8 - 10 - 0,44.44%,/decks/magnezone-a2-marshadow-a1a?game=POCKET&format=standard&set=A2a
Gallade ex Marowak ex,5,0.01%,11 - 14 - 0,44.00%,/decks/gallade-ex-a2-marowak-ex-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Victreebel,5,0.01%,9 - 11 - 1,42.86%,/decks/leafeon-ex-a2a-victreebel-a1?game=POCKET&format=standard&set=A2a
Togekiss Mewtwo ex,5,0.01%,9 - 13 - 0,40.91%,/decks/togekiss-a2-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Vespiquen,5,0.01%,11 - 16 - 0,40.74%,/decks/leafeon-ex-vespiquen-a2a?game=POCKET&format=standard&set=A2a
Exeggutor ex Magnezone,5,0.01%,6 - 9 - 0,40.00%,/decks/exeggutor-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A2a
Magnezone Zapdos ex,5,0.01%,10 - 15 - 0,40.00%,/decks/magnezone-a2-zapdos-ex-a1?game=POCKET&format=standard&set=A2a
Houndoom Arceus ex,5,0.01%,10 - 15 - 0,40.00%,/decks/houndoom-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Exeggutor ex Shaymin,5,0.01%,5 - 8 - 0,38.46%,/decks/exeggutor-ex-a1-shaymin-a2?game=POCKET&format=standard&set=A2a
Snorlax Skarmory,5,0.01%,8 - 13 - 0,38.10%,/decks/snorlax-a2a-skarmory-a2?game=POCKET&format=standard&set=A2a
Palkia ex Staraptor,5,0.01%,8 - 13 - 0,38.10%,/decks/palkia-ex-a2-staraptor-a2a?game=POCKET&format=standard&set=A2a
Blastoise ex,5,0.01%,8 - 14 - 0,36.36%,/decks/blastoise-ex-a1?game=POCKET&format=standard&set=A2a
Aerodactyl ex Primeape,5,0.01%,4 - 7 - 0,36.36%,/decks/aerodactyl-ex-primeape-a1a?game=POCKET&format=standard&set=A2a
Dragonite Weezing,5,0.01%,5 - 10 - 0,33.33%,/decks/dragonite-weezing-a1?game=POCKET&format=standard&set=A2a
Garchomp ex Arceus ex,5,0.01%,5 - 10 - 0,33.33%,/decks/garchomp-ex-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Alakazam Giratina,5,0.01%,7 - 15 - 0,31.82%,/decks/alakazam-a1-giratina-a2?game=POCKET&format=standard&set=A2a
Weavile ex Toxicroak,5,0.01%,6 - 13 - 0,31.58%,/decks/weavile-ex-a2-toxicroak-a2a?game=POCKET&format=standard&set=A2a
Staraptor Heracross,5,0.01%,7 - 16 - 0,30.43%,/decks/staraptor-a2-heracross-a2a?game=POCKET&format=standard&set=A2a
Dialga ex,5,0.01%,3 - 7 - 0,30.00%,/decks/dialga-ex-a2?game=POCKET&format=standard&set=A2a
Rampardos Skarmory,5,0.01%,6 - 15 - 0,28.57%,/decks/rampardos-skarmory-a2?game=POCKET&format=standard&set=A2a
Glaceon ex Arceus ex,5,0.01%,5 - 13 - 0,27.78%,/decks/glaceon-ex-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Articuno ex Magnezone,5,0.01%,4 - 11 - 0,26.67%,/decks/articuno-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A2a
Magnezone,5,0.01%,5 - 15 - 0,25.00%,/decks/magnezone-a2?game=POCKET&format=standard&set=A2a
Garchomp ex Snorlax,5,0.01%,3 - 9 - 0,25.00%,/decks/garchomp-ex-snorlax-a2a?game=POCKET&format=standard&set=A2a
Lucario Mew ex,5,0.01%,5 - 15 - 0,25.00%,/decks/lucario-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Darkrai ex Snorlax,5,0.01%,3 - 9 - 0,25.00%,/decks/darkrai-ex-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Gyarados Manaphy,5,0.01%,2 - 7 - 0,22.22%,/decks/gyarados-a1-manaphy-a2?game=POCKET&format=standard&set=A2a
Arceus ex Tyranitar,5,0.01%,2 - 9 - 0,18.18%,/decks/arceus-ex-tyranitar-a2a?game=POCKET&format=standard&set=A2a
Gengar ex Gengar,5,0.01%,2 - 9 - 0,18.18%,/decks/gengar-ex-gengar-a1?game=POCKET&format=standard&set=A2a
Pidgeot ex Palkia ex,5,0.01%,3 - 14 - 0,17.65%,/decks/pidgeot-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Probopass ex Magnezone,4,0.01%,13 - 9 - 0,59.09%,/decks/probopass-ex-a2a-magnezone-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Skarmory,4,0.01%,15 - 11 - 0,57.69%,/decks/yanmega-ex-skarmory-a2?game=POCKET&format=standard&set=A2a
Victreebel Shiinotic,4,0.01%,13 - 11 - 0,54.17%,/decks/victreebel-a1-shiinotic-a1a?game=POCKET&format=standard&set=A2a
Greninja Mew ex,4,0.01%,9 - 8 - 0,52.94%,/decks/greninja-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Garchomp ex Kangaskhan,4,0.01%,9 - 8 - 0,52.94%,/decks/garchomp-ex-a2a-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Gyarados ex Lapras,4,0.01%,10 - 9 - 1,50.00%,/decks/gyarados-ex-a1a-lapras-a1?game=POCKET&format=standard&set=A2a
Arceus ex Origin Forme Palkia,4,0.01%,6 - 6 - 0,50.00%,/decks/arceus-ex-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Aerodactyl ex Sudowoodo,4,0.01%,7 - 7 - 0,50.00%,/decks/aerodactyl-ex-a1a-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Regice,4,0.01%,10 - 10 - 0,50.00%,/decks/palkia-ex-regice-a2?game=POCKET&format=standard&set=A2a
Arceus ex Vespiquen,4,0.01%,12 - 13 - 0,48.00%,/decks/arceus-ex-a2a-vespiquen-a2?game=POCKET&format=standard&set=A2a
Darkrai ex Arbok,4,0.01%,9 - 10 - 0,47.37%,/decks/darkrai-ex-a2-arbok-a1?game=POCKET&format=standard&set=A2a
Infernape ex Kangaskhan,4,0.01%,9 - 10 - 0,47.37%,/decks/infernape-ex-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Farfetch'd,4,0.01%,7 - 8 - 0,46.67%,/decks/darkrai-ex-a2-farfetchd-a1?game=POCKET&format=standard&set=A2a
Yanmega ex Arceus ex,4,0.01%,6 - 7 - 0,46.15%,/decks/yanmega-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Magnezone Raichu,4,0.01%,10 - 12 - 0,45.45%,/decks/magnezone-a2-raichu-a1a?game=POCKET&format=standard&set=A2a
Gallade ex Meowth,4,0.01%,10 - 12 - 0,45.45%,/decks/gallade-ex-a2-meowth-a1?game=POCKET&format=standard&set=A2a
Blastoise ex Blastoise,4,0.01%,5 - 6 - 0,45.45%,/decks/blastoise-ex-blastoise-a1?game=POCKET&format=standard&set=A2a
Blastoise ex Giratina,4,0.01%,8 - 10 - 0,44.44%,/decks/blastoise-ex-a1-giratina-a2?game=POCKET&format=standard&set=A2a
Mismagius ex Mewtwo ex,4,0.01%,8 - 10 - 0,44.44%,/decks/mismagius-ex-a2-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Blastoise ex Starmie ex,4,0.01%,11 - 14 - 0,44.00%,/decks/blastoise-ex-starmie-ex-a1?game=POCKET&format=standard&set=A2a
Garchomp Chatot,4,0.01%,6 - 8 - 0,42.86%,/decks/garchomp-a2-chatot-a1a?game=POCKET&format=standard&set=A2a
Pachirisu ex Raichu,4,0.01%,9 - 12 - 0,42.86%,/decks/pachirisu-ex-a2-raichu-a2a?game=POCKET&format=standard&set=A2a
